Name,club,overall,player_positions
Darwin Zamir Andrade Marmolejo,Standard de Liège,66,LB
Nicolás Pasquini,Club Atlético Lanús,66,"LB, CM"
Matías Zaldivia,Arsenal de Sarandí,66,"CDM, CM"
Aleksandar Miljković,SC Braga,66,RB
Bryan Pelé,FC Lorient,66,LM
Cristian Iván Gaitán,CD Cobreloa,66,"RM, CM, RB"
Ventsislav Hristov,Bulgaria,66,"ST, CAM"
Claude Gonçalves,AC Ajaccio,66,CDM
Aleksandar Pesic,Toulouse Football Club,66,ST
Rui Jorge Farto Correia,CD Nacional,66,CB
Joe Lewis,Blackpool,66,GK
Mikkel Andersen,Reading,66,GK
Michael Lumb,FC Vestsjælland,66,"LM, LB"
정인환 郑仁焕,Jeonbuk Hyundai Motors,66,"CB, RB"
Keith  Treacy,Barnsley,66,"LM, RM"
Oliver Bozanić,FC Luzern,66,"CM, LM, CDM"
Julien Cétout,AS Nancy Lorraine,66,"CDM, CM"
Macauley Chrisantus,Sivasspor,66,ST
Sean Scannell,Huddersfield Town,66,"LM, RM, CF"
Mustapha Carayol,Middlesbrough,66,"LM, LW"
Francisco José Olivas Alba,CE Sabadell FC,66,CB
George Ulises Corral Ang,Querétaro,66,"RB, LB, RWB"
Evgeniy Pomazan,Kuban Krasnodar,66,GK
Michael Morrison,Charlton Athletic,66,CB
Stuart O'Keefe,Crystal Palace,66,"CM, CDM"
Thomas Reifeltshammer,SV Ried,66,CB
Vito Wormgoor,ADO Den Haag,66,CB
Mana Dembélé,AS Nancy Lorraine,66,ST
Geoffrey Castillion,New England Revolution,66,ST
Ramón Alberto Lentini,Unión Española,66,ST
Hamad Muhanna Al Hamad,Al Hilal,66,"LM, RM"
Néstor Alejandro Araújo Razo,Santos Laguna,66,CB
Damián Emmanuel Lizio,CD O'Higgins,66,"LW, CAM"
Tom Lees,Sheffield Wednesday,66,"CB, RB"
Ben Pringle,Rotherham United,66,LM
Aleksandr Sapeta,FC Ural Yekaterinburg,66,"CDM, CM"
Raffaele Maiello,Crotone,66,"CAM, CM"
Tobias Kempe,SV Darmstadt 98,66,"LM, RM, CM, CF"
Ninos Gouriye,Excelsior,66,LW
Nahki Wells,Huddersfield Town,66,ST
Lorenzo Burnet,FC Groningen,66,LB
Amido Baldé,Waasland-Beveren,66,ST
Thomas Guerbert,FC Sochaux-Montbéliard,66,CM
Pape Maly Diamanka,CD Leganés,66,"CDM, CM"
Marco Romizi,Bari,66,CM
Fabian Holland,SV Darmstadt 98,66,LB
Johan Gastien,Dijon FCO,66,CM
Jimmy Roye,Chamois Niortais Football Club,66,"CAM, RM, CM"
Joaquín Marín Ruíz,Rayo Vallecano,66,RB
Hélder Filipe Oliveira Lopes,FC Paços de Ferreira,66,LB
Abdulrahim Jizawi,Al Nassr,66,LM
Bruno Godeau,KVC Westerlo,66,"LB, CB"
Peter van Ooijen,Go Ahead Eagles,66,CM
Tufan Özbozkurt,Atiker Konyaspor,66,"LM, RM, CAM"
Christian Kouakou,Tours FC,66,LW
Anatole Ngamukol,Grasshopper Club Zürich,66,"ST, CAM"
William José Tesillo Gutiérrez,Junior FC,66,CB
Jossimar Andrés Gómez Pereira,Junior FC,66,"RM, CM"
Nicolás Gastón Avellaneda,Club Atlético Lanús,66,GK
Luciano Damián Balbi,Club Atlético Lanús,66,LB
Agustín Hernán Felipe Parra Repetto,Santiago Wanderers,66,CB
Iván Bella,Club Atlético Lanús,66,"LM, RM"
Jonathan Chaves,Godoy Cruz,66,LM
Ignacio Fernández,Gimnasia y Esgrima La Plata,66,CM
Félix Asdrúbal Padrón Hernández,UD Las Palmas,66,"RM, CAM, ST, LM"
Taşkın Çalış,Akhisar Belediyespor,66,CDM
Issa Sarr,Orlando Pirates,66,"CDM, CM"
Rachide Forbes Vandinho Barreto,Vitória de Setúbal,66,ST
Dyego Wilverson Ferreira Sousa,Clube Sport Marítimo,66,ST
Johnny Víctor Vidales Lature,Clube Sport Marítimo,66,"RW, LW"
David Henrique Oliveira Batista,Gil Vicente FC,66,ST
Gonçalo Jardim Brandão,Os Belenenses,66,"LB, CB"
Víctor Ismael Sosa,U.N.A.M.,66,"ST, CF, RW, LW"
Scott Loach,Rotherham United,66,GK
Chris Maguire,Sheffield Wednesday,66,RM
Rubin Rafael Okotie,TSV 1860 München,66,"ST, RW"
Manuel Konrad,FSV Frankfurt,66,"CDM, CB"
Tamás  Priskin,Hungary,66,ST
Alexandru Epureanu,Medipol Başakşehir FK,66,CB
Martí Crespí Pascual,CE Sabadell FC,66,"CB, RB, CDM"
Sébastien Bruzzese,SV Zulte-Waregem,66,GK
Isaac Vorsah,FC Red Bull Salzburg,66,CB
Anel Hadžić,SK Sturm Graz,66,"CM, CDM"
Malick Neme Mané,Central Coast Mariners,66,"RM, ST"
Chance Myers,Sporting Kansas City,66,RB
Luciano Fabián Monzón,Catania,66,"LB, LM"
Stephan Hain,TSV 1860 München,66,"ST, CF, LM, RM"
Clemens Walch,SV Ried,66,RM
Jerry Vandam,KV Mechelen,66,RB
Tiago André Ramos Terroso,Vitória de Setúbal,66,CM
Gustavo Leonardo Bou,Racing Club,66,ST
Johan Mårtensson,Helsingborgs IF,66,"CM, CDM"
Jonathan Kodjia,Angers SCO,66,ST
Cédric D'Ulivo,Waasland-Beveren,66,RB
Samuel Inkoom,DC United,66,"RB, RM"
Murray Davidson,St. Johnstone FC,66,CM
Héctor Yuste Cantón,Granada CF,66,CDM
Rafał Gikiewicz,Eintracht Braunschweig,66,GK
Karim Ansarifard,CA Osasuna,66,CF
Lucas Porcar Teixidó,CE Sabadell FC,66,"CAM, RM"
Mark van der Maarel,FC Utrecht,66,RB
Thomas Wils,Lierse SK,66,"CDM, CM"
Jerónimo Arturo Amione Cevallos,Deportivo Toluca,66,"CF, RW, LW, ST"
Kaj Ramsteijn,Clube Sport Marítimo,66,CB
Francisco Manuel Vélez Jiménez,UD Almería,66,"CDM, CB"
José Vicente Gómez Umpiérrez,UD Las Palmas,66,"CDM, CM, CAM"
남준재 南君宰,Incheon United FC,66,"LW, CAM, ST, LM"
Flávio de Souza Boaventura,FC Paços de Ferreira,66,CB
Danilo Cirino de Oliveira,Kuban Krasnodar,66,"ST, CF, RW"
Abel Tezzy Tamata,PSV,66,LB
Aden Flint,Bristol City,66,CB
Lloyd Palun,OGC Nice,66,"RB, CM, CDM"
Gévero Markiet,FC Utrecht,66,"CB, RB"
Benjamin Kessel,Eintracht Braunschweig,66,RB
Thomas Bertels,SC Paderborn 07,66,"LB, LM"
Bouna Sarr,FC Metz,66,"RM, CAM, LM"
Rachid Alioui,En Avant de Guingamp,66,"ST, RW"
Alessandro Longhi,Sassuolo,66,"LB, LM"
Marcus Rohdén,IF Elfsborg,66,"CM, RW"
Reiner Ferreira,Suwon Samsung Bluewings,66,CB
Andrew Wooten,SV Sandhausen,66,"ST, LM, RM"
Reyaad Pieterse,Kaizer Chiefs,66,GK
Dariusz Trela,Lechia Gdańsk,66,GK
Eisner Iván Loboa Balanta,Puebla FC,66,"RWB, RM, RB"
Patrick Phungwayo,Orlando Pirates,66,"LB, RB"
Lázaro Luan Scapolan,Gil Vicente FC,66,"CDM, CB"
Gastón Claudio Corvalán,Newell's Old Boys,66,LB
Ousmane Viera Diarrassouba,Çaykur Rizespor,66,CB
Sebastián Andrés Contreras Jofré,CD Cobreloa,66,GK
Julián Guillermo Rojas,Independiente Medellín,66,CM
Víctor Martín Galain Pécora,Fortaleza CEIF,66,CB
Francisco Fernando Castro Gamboa,Deportes Iquique,66,"ST, RM"
Joao Luis Ortiz Perez,Universidad de Chile,66,LM
Lucas Pittinari,Belgrano de Córdoba,66,CM
Gonzalo Damián Godoy Silva,Deportivo Ñublense,66,CB
Michele Navuto,Vicenza,66,"ST, CAM"
Christian de Jesús Bermúdez Gutiérrez,Jaguares de Chiapas,66,"CAM, RM, LM, CM"
Luís Fernando Gonçalves Fernandes Tinoco,FC Arouca,66,LB
Paul Dixon,Huddersfield Town,66,"LB, LWB"
Michael Madl,SK Sturm Graz,66,"CB, CDM"
Brett Pitman,Bournemouth,66,"ST, CF"
Stergos Marinos,Sporting de Charleroi,66,RB
Valdet Rama,TSV 1860 München,66,"RM, LM, RW"
Artur Jędrzejczyk,FC Krasnodar,66,"RB, CB"
David Williams,Melbourne City FC,66,"ST, CAM, LW"
Rouwen Hennings,Karlsruher SC,66,"ST, CF"
Quentin Othon,ESTAC Troyes,66,CDM
Osmar Mares Martínez,Club América,66,LB
Dale Stephens,Brighton & Hove Albion,66,"CM, CDM"
Martin Männel,FC Erzgebirge Aue,66,GK
Martyn Waghorn,Wigan Athletic,66,"ST, RW"
고요한 高约翰,FC Seoul,66,"RM, RB, CM, RW"
Jackson Henrique Gonçalves Pereira,Toronto FC,66,"RM, LM, ST"
Tom Hiariej,FC Groningen,66,"CDM, RB"
Sergio Javier Nápoles Saucedo,Guadalajara,66,"LM, LB, RM, LWB"
Emmanuel Ekpo,FK Haugesund,66,CM
Martijn van der Laan,FC Groningen,66,"CB, LB"
Viktor Vasin,Mordovia Saransk,66,CB
Soslan Dzhanaev,FC Rostov,66,GK
Maikel van der Werff,PEC Zwolle,66,CB
Javier Castellano Betancor,UD Las Palmas,66,"CDM, CM"
Cristo Martín Hernández,CD Tenerife,66,"LM, CAM"
Steve Bulongo Zakuani,Portland Timbers,66,"LW, LM, ST"
Lee Novak,Birmingham City,66,"LM, ST"
Maximiliano Ángel Coronel,Gimnasia y Esgrima La Plata,66,CB
Jeffrey Rijsdijk,Go Ahead Eagles,66,CAM
Teal  Bunbury,New England Revolution,66,"RM, ST"
Chinedu Bright Dike,Toronto FC,66,ST
Seth Sinovic,Sporting Kansas City,66,LB
Jose Carlos Coentrão Marafona,Moreirense FC,66,GK
김대호 金大虎,Pohang Steelers,66,"LB, CB"
Julian Schauerte,Fortuna Düsseldorf,66,"RB, CDM, RM, CM"
Nicolas Verdier,Stade Brestois 29,66,ST
Dion Malone,ADO Den Haag,66,"RB, CDM"
Juan Alejandro Mahecha Molina,Deportes Tolima,66,"CM, RM"
Nery Alexis Veloso Espinoza,Audax Italiano,66,GK
Sebastián Esteban Varas Moreno,Deportivo Ñublense,66,ST
Gastón Díaz,Racing Club,66,RM
Leandro Leguizamón,Club Atlético Tigre,66,ST
Óscar Fernández Monroy,Monarcas Morelia,66,ST
Nikola Leković,Lechia Gdańsk,66,LB
Maximiliano Daniel Pérez Tambasco,CD Tenerife,66,"LM, RM, ST"
Martin Cranie,Barnsley,66,CB
Gianni Michel Eugene Zuiverloon,ADO Den Haag,66,"RB, CB"
Efraín Juárez Váldez,Monterrey,66,"RB, CM, RWB"
Patricio Gabriel Araújo Vázquez,Guadalajara,66,"CB, CDM, CM"
Shaun Cummings,Reading,66,"RB, LB"
David Edgar,Birmingham City,66,"CB, CM"
Giles Barnes,Houston Dynamo,66,"ST, CAM"
Bart Buysse,KSV Cercle Brugge,66,LB
Malaury Martin,Sandnes Ulf,66,"CDM, CM"
Chris Taylor,Blackburn Rovers,66,"LM, RM, CAM"
Xavier Iván Báez Gamiño,Cruz Azul,66,"CM, CDM"
Thomas Ayasse,ESTAC Troyes,66,CDM
Vincent Muratori,AS Nancy Lorraine,66,LB
Donny Gorter,Aalborg BK,66,"LB, CM"
Rodolfo Cota Robles,Puebla FC,66,GK
Bruno Vieira Gallo Freitas,Clube Sport Marítimo,66,CM
Boubacar Dialiba Diabang,Cracovia,66,LM
Rodney Wallace,Portland Timbers,66,"LW, LM, CDM"
Jeff Attinella,Real Salt Lake,66,GK
Matthías Vilhjálmsson,IK Start,66,ST
한교원 韩教元,Korea Republic,66,"RW, CAM, ST, RM"
Andrey Galabinov,Livorno,66,ST
Tomás Lanzini,Deportivo Ñublense,66,"CAM, LM"
Emilio Zelaya,Arsenal de Sarandí,66,ST
Jonatan Blanco,Club Olimpo,66,CM
Fábio Miguel Amendoeira Ervões,Boavista FC,66,CB
Emmanuel Osei Banahene,Al Orobah,66,ST
Timo Achenbach,SV Sandhausen,66,LB
Leonardo de Vitor Santiago,TSV 1860 München,66,"CF, RW, LW, CAM"
Kevin Lisbie,Leyton Orient,66,ST
Lionel Sebastián Scaloni,Atalanta,66,RB
Gábor Babos,NAC Breda,66,GK
Daniel Berg Hestad,Molde FK,66,"CM, CB"
Helder Luis Moreira Ribeiro da Silva Ferreira,FC Penafiel,66,"CDM, CM"
Magne Hoseth,Stabæk Fotball,66,CM
Akenhaton Carlos Edwards,Millwall,66,"RB, RM"
Wade Elliott,Bristol City,66,CM
Liam Lawrence,Shrewsbury,66,"CM, RM"
Djimi Traoré,Seattle Sounders FC,66,CB
Archie Thompson,Melbourne Victory,66,"LW, ST, RW"
Tim Smolders,KSV Cercle Brugge,66,CM
Ivan Pelizzoli,Virtus Entella,66,GK
Hans Cornelis,KSV Cercle Brugge,66,RB
Rubén Ariel Olivera da Rosa,Brescia,66,"CM, CAM"
Stuart Taylor,Leeds United,66,GK
Nicolas Seube,Stade Malherbe Caen,66,"CDM, CM, LB"
Kenny Miller,Rangers FC,66,"ST, LM, RM, CAM"
Don Cowie,Wigan Athletic,66,"RM, CM"
Cédric Varrault,Dijon FCO,66,CB
Jonas Kamper,Randers FC,66,RM
Joe Murphy,Huddersfield Town,66,GK
André Filipe Monteiro Vilas Boas,Rio Ave FC,66,CB
John Eustace,Derby County,66,CDM
Richard Chaplow,Millwall,66,"CM, RM, CAM"
Nick Montgomery,Central Coast Mariners,66,CDM
Łukasz Załuska,Celtic,66,GK
Paweł Brożek,Wisła Kraków,66,ST
Daniel Mallo Castro,CD Lugo,66,GK
Juan Manuel Gómez Sánchez,Deportivo Alavés,66,"RM, LM, RW"
Alan Mannus,St. Johnstone FC,66,GK
Josep Lluis Martí Soler,RCD Mallorca,66,"CDM, CM, RM"
Liam Feeney,Bolton Wanderers,66,RM
Emilio Rentería García,Deportivo San Marcos de Arica,66,ST
David Edward Martin,Milton Keynes Dons,66,GK
Patrik Christoffer Källqvist,BK Häcken,66,GK
Keith Southern,Fleetwood Town,66,CDM
Alexander Lund Hansen,Rosenborg BK,66,GK
Abdullah Elyasa Süme,Gaziantepspor,66,"RB, CB"
Marjan Petkovic,Eintracht Braunschweig,66,GK
Hürriyet Gücer,Eskişehirspor,66,CDM
Orhan Şam,Kasimpaşa SK,66,RB
Paul  McShane,Hull City,66,"CB, RB"
Francis Dickoh,FC Midtjylland,66,CB
David Gutiérrez de Coz,CD Lugo,66,RB
Florent Chaigneau,FC Lorient,66,GK
Niki Mäenpää,Finland,66,GK
Javier David Muñoz Mustafá,Jaguares de Chiapas,66,CB
Joost Broerse,PEC Zwolle,66,CB
Salvatore Aronica,Palermo,66,CB
Daniele Croce,Empoli,66,CM
Arnold Kruiswijk,Vitesse,66,"LB, CB"
Alexander Huber,FSV Frankfurt,66,RB
Iñaki Goitia Peña,Deportivo Alavés,66,GK
Simone Rizzato,Trapani,66,"LB, LM"
Hérculez Gómez Hurtado,Tigres U.A.N.L.,66,"ST, RW, LW"
Chris O'Grady,Brighton & Hove Albion,66,ST
Kasper Risgård,Aalborg BK,66,"CM, LM"
Nigel  Reo-Coker,Chivas USA,66,"CDM, RB"
Michele Ferri,FC Pro Vercelli 1892,66,"RB, CB"
Luis Ernesto Michel Vergara,Guadalajara,66,GK
Miguel Sabah Rodríguez,Club León,66,ST
André Stéphane Bikey-Amougou,Charlton Athletic,66,"CB, CDM"
Antony Kay,Milton Keynes Dons,66,CB
Dean Gerken,Ipswich Town,66,GK
Patrick  Kisnorbo,Melbourne City FC,66,CB
Gladstone Pereira Della Valentina,Gil Vicente FC,66,"CB, RB"
John Javier Restrepo Pérez,Rionegro Águilas,66,CDM
Andy Butler,Walsall,66,CB
Mouhamadou Diaw,Chamois Niortais Football Club,66,"CM, CDM"
Damiano Ferronetti,Ternana,66,CB
Georgi Peev,Amkar Perm,66,RM
Emil Nikolaev Gargorov,Bulgaria,66,"CF, CAM, LW"
Juan Eduardo Eluchans,Atlético de Rafaela,66,"LB, LM"
Agustín Daniel Pelletieri,Chivas USA,66,"CDM, CM"
Ahmed Eid Abdel Malek,Egypt,66,"CF, CAM"
Sancak Kaplan,Kasimpaşa SK,66,LB
Gonzalo Martínez Caicedo,Patriotas Boyacá FC,66,"CB, RB"
Mikael Frank Dorsin,Rosenborg BK,66,"LB, CB"
Carlos Caballero Pérez,Córdoba CF,66,"CAM, CM"
Raúl Miguel Cámara,CD Tenerife,66,"LB, RB"
Mikel Saizar Soroa,Córdoba CF,66,GK
José Iván Moreno del Llano,Racing Santander,66,"RM, CAM, LM"
Jordi López Felpeto,UE Llagostera,66,"CDM, CM"
Ustaritz Aldekoaotalora Astarloa,FC Arouca,66,CB
Aleksandr Sheshukov,Lokomotiv Moscow,66,CDM
Dmitriy Golubov,FC Ufa,66,"ST, RW, LW"
Andrei Prepeliță,Romania,66,"CM, RM, RB"
Łukasz Madej,Górnik Zabrze,66,"LM, RM, CF"
Oluwaseyi George Olofinjana,IK Start,66,"CDM, CM"
Gianluca Comotto,Perugia,66,"CB, RB"
Paolo Sammarco,Spezia,66,"CM, CDM"
Keith Fahey,St. Patrick's Athletic,66,"CM, LM, RM"
Daryl Murphy,Ipswich Town,66,"ST, LM, LW"
Thomas Paulus,FC Erzgebirge Aue,66,CB
René Klingbeil,FC Erzgebirge Aue,66,"RB, LB, CB"
Louis Poggi,GFC Ajaccio,66,RM
Markus Halsti,Malmö FF,66,"CM, CB"
Boris Rotenberg,Dinamo Moscow,66,"CB, RB"
Danny Collins,Nottingham Forest,66,CB
Kari Arkivuo,BK Häcken,66,"LB, RB"
Marko Stanković,SK Sturm Graz,66,"CAM, LM, CM"
Turgay Bahadır,Kardemir Karabükspor,66,"ST, RM"
Daniel Fredheim Holm,Vålerenga Fotball,66,"RW, CAM, LW"
Mounir Hamoud,Strømsgodset IF,66,"LB, RB, CB"
Péter Kovács,Strømsgodset IF,66,ST
Jone Samuelsen,Odds BK,66,CM
Danny Pugh,Coventry City,66,"LWB, LB"
Johnnie Jackson,Charlton Athletic,66,"CM, LM"
Grzegorz Wojtkowiak,TSV 1860 München,66,"RB, LB"
Stephen  Kelly,Reading,66,"RB, LB"
Nicolás Alejandro Cabrera,Quilmes Atlético Club,66,RM
Gheorghe 'Gigel' Bucur,Kuban Krasnodar,66,"LM, RM, ST"
Patrice Bernier,Montreal Impact,66,"CDM, CM"
Răzvan Vasile Cociş,Chicago Fire,66,"CDM, CAM"
Leon Clarke,Wolverhampton Wanderers,66,ST
Peter Nymann Mikkelsen,FC Vestsjælland,66,"RM, RB"
김치우 金致佑,FC Seoul,66,"LB, LM, LWB"
Łukasz Trałka,Lech Poznań,66,CDM
Przemysław Kaźmierczak,Górnik Łęczna,66,CDM
Antonio Tomás González,CD Numancia,66,"CDM, CM"
Seyi Olajengbesi,SV Sandhausen,66,CB
Christoph Janker,Hertha BSC,66,"CB, RB"
Sixto Raimundo Peralta Salso,CD Universidad de Concepción,66,"CM, CAM"
Yohann Eudeline,Angers SCO,66,RM
Lasse Nilsson,IF Elfsborg,66,"LW, ST"
Martin Ramiro Guillermo Smedberg-Dalence,IFK Göteborg,66,RM
Ricardo Álvarez Puig,Girona FC,66,"CB, CDM, LB"
José Manuel Rodríguez Morgade,CD Lugo,66,LB
Rasmus Lindgren,FC Groningen,66,"CM, CDM"
Jan Mauersberger,Karlsruher SC,66,CB
Giuseppe De Feudis,Cesena,66,"CM, CDM"
David Mooney,Leyton Orient,66,ST
Tommy Smith,Brentford,66,"RM, CF"
Alan Tate,Swansea City,66,"CB, LB"
David Edwards,Wolverhampton Wanderers,66,"CAM, CM, RM"
Filippo Porcari,Carpi,66,"CM, CDM"
Enrico Guarna,Bari,66,GK
Robinson Zapata Montaño,Independiente Santa Fe,66,GK
Paul Robinson,Birmingham City,66,"CB, LB"
Clayton Donaldson,Birmingham City,66,"ST, RM"
Óscar Ramírez Martín,SD Ponferradina,66,"RB, LB, CB, RM"
Alexandre Igor Lolo,FC Rostov,66,"LB, RB"
Carlos Andrés Diogo Enseñat,Real Zaragoza,66,"RB, CDM"
Jesús Alejandro Palacios Olague,Leones Negros de la UdeG,66,"CDM, CM"
Edgar Esteban Dueñas Peñaflor,Jaguares de Chiapas,66,"CB, RB"
Miloš Marić,Waasland-Beveren,66,"CM, CDM"
Óscar Adrián Rojas Castillón,Puebla FC,66,"RWB, LWB"
Elliott Ward,Bournemouth,66,CB
Colin Doyle,Birmingham City,66,GK
Paul Gallagher,Preston North End,66,"LM, RM, CAM"
Andrew Taylor,Wigan Athletic,66,"LB, LWB"
Luke Varney,Blackburn Rovers,66,"ST, CF, LW"
Lee Frecklington,Rotherham United,66,"CM, CAM"
Gaëtan Krebs,Karlsruher SC,66,"LM, CM, CAM, CDM"
Simeon  Jackson,Coventry City,66,ST
Marc Tierney,Bolton Wanderers,66,LB
Fatih Atik,Trabzonspor,66,RM
Steven Anderson,St. Johnstone FC,66,CB
Dan Kennedy,Chivas USA,66,GK
Peter Ramage,Crystal Palace,66,CB
Rachid Bourabia,Lierse SK,66,"CAM, CM"
Frazer Wright,St. Johnstone FC,66,CB
Carlos Javier Matheu,Defensa y Justicia,66,CB
Radosław Janukiewicz,Pogoń Szczecin,66,GK
Walter Aníbal Acevedo,Club Atlético Tigre,66,CDM
Juan Carlos Henao Valencia,Once Caldas,66,GK
오장은 吴章银,Suwon Samsung Bluewings,66,"CM, CDM, CAM, RB"
Francisco José Molinero Calderón,Real Betis,66,RB
Neil Danns,Bolton Wanderers,66,"CM, CAM, RM"
Sergio Alejandro García Nario,Tigres U.A.N.L.,66,GK
Emilio López Navarro,Querétaro,66,"LM, LW, LB"
Jhon Eduis Viáfara Mina,Deportivo Cali,66,"CDM, CM"
Martin Jakubko,Amkar Perm,66,ST
Musaed Neda Al Enazi,Al Orobah,66,"CB, LB"
Ismaël Bangoura,FC Nantes,66,"ST, RW, CF"
Elimane Coulibaly,KV Oostende,66,ST
Paolo Hernán Dellafiore,Latina,66,CB
Federico Piovaccari,SD Eibar,66,"ST, CF"
Francis N'Ganga,Sporting de Charleroi,66,LB
Ismael Gómez Falcón,AD Alcorcón,66,GK
Sergio Cirio Olivares,Adelaide United,66,"LW, CAM"
Samuel San José Fernández,Racing Santander,66,CB
Yasser Anwar Corona Delgado,Querétaro,66,"CB, LB"
Zoltán Lipták,Hungary,66,CB
Vanče Šikov,FK Austria Wien,66,CB
Roy Miller Hernández,New York Red Bulls,66,LB
Luis Eduardo Delgado Pacheco,Córdoba CF,66,CDM
Matías Lionel Fritzler,Kasimpaşa SK,66,CDM
Diego Eduardo Lagos,U.N.A.M.,66,"LM, LW, CM"
Natalio Lorenzo Poquet,CD Numancia,66,"RM, ST, LM"
Gary Harkins,Dundee FC,66,"LM, CAM, CM"
Koen van der Biezen,Karlsruher SC,66,ST
Shane Smeltz,Sydney FC,66,ST
Jimmy Kébé,Crystal Palace,66,RM
Félix Alexander Borja Valencia,Chivas USA,66,ST
Dalibor Stevanovič,Torpedo Moscow,66,"CM, CDM, CAM"
Richard Zajac,Podbeskidzie Bielsko-Biała,66,GK
Marcin Komorowski,Terek Grozny,66,"CB, LB"
Jean Franklin Calvé,Stade Malherbe Caen,66,RB
Karim Guédé,SC Freiburg,66,"ST, CDM"
Romain Vincelot,Leyton Orient,66,CM
Ralph Gunesch,FC Ingolstadt 04,66,CB
Hassoun Camara,Montreal Impact,66,"RB, CB"
Gary Roberts,Chesterfield,66,"LM, CAM"
Francisco Gamboa Gómez,Deportivo Toluca,66,"CB, RB"
Mamadou Samassa,Stade Brestois 29,66,ST
Carlos Bellvís LLorens,AD Alcorcón,66,"LB, LM"
Sascha Traut,Karlsruher SC,66,RB
William Alberto Paredes Barbudo,Jaguares de Chiapas,66,"LB, LWB, LM, CB"
Christian Pouga,Boavista FC,66,ST
Humberto Gabriel Hernández López,Leones Negros de la UdeG,66,GK
Łukasz Broź,Legia Warszawa,66,RB
Ludovic Gamboa,Le Havre AC,66,LM
Jesús Rodríguez Tato,Real Zaragoza,66,"ST, RM, CF"
Michele Paolucci,Latina,66,ST
Romain Brégerie,SV Darmstadt 98,66,CB
Kemy Agustien,Brighton & Hove Albion,66,CM
Abdelkader Mohamed Ghezzal,Parma,66,"CF, LW, RW"
Ludovic Sylvestre,Çaykur Rizespor,66,CM
Júlio Manuel Pires Coelho,FC Penafiel,66,GK
Christian Kum,FC Utrecht,66,"LB, CB, RB"
Michael Orozco Fiscal,Puebla FC,66,"CB, RB"
Tim Janssen,FC Midtjylland,66,"ST, CF"
José Anilton Júnior,Moreirense FC,66,CB
Álvaro García Cantó,CD Leganés,66,"RM, LM, RW, LW"
Saïdi Ntibazonkiza,Akhisar Belediyespor,66,"RW, LW, LM, RM"
Mathias Ranégie,Millwall,66,ST
Saša Ognenovski,Sydney FC,66,CB
Dušan Švento,1. FC Köln,66,"LB, LM"
Alex Wilkinson,Jeonbuk Hyundai Motors,66,"CB, RB"
Tomislav Pačovski,KV Mechelen,66,GK
Lucas Antonio Silva de Oliveira,Monterrey,66,"CM, RM, ST, CDM"
László Zsidai,Hungary,66,CDM
Nikola Petković,Sydney FC,66,"CB, LB"
Guilherme Ozelame Finkler,Melbourne Victory,66,CAM
Alphousseyni Kéïta,Gil Vicente FC,66,CDM
Héctor Verdés Ortega,AD Alcorcón,66,"CB, RB"
Anders K. Jacobsen,Aalborg BK,66,ST
Bojan Zajić,Sarpsborg 08 FF,66,"CM, CAM, CF"
Sjoerd Overgoor,Go Ahead Eagles,66,CDM
김광석 金光錫,Pohang Steelers,66,"CB, RB"
Uedson Ney dos Santos,Vitória de Setúbal,66,CDM
Walid Atta,BK Häcken,66,CB
Manuel Pamić,Chievo Verona,66,LB
Daniel Arreola Argüello,Pachuca,66,"LB, LM, LWB"
Leandro Grech,VfR Aalen,66,"CDM, CM"
Sayed Moawad Mohamed Abdelwahed,Egypt,66,"LB, LW"
조동건 赵东建,Sangju Sangmu FC,66,"ST, CF"
David Yurchenko,FC Ufa,66,GK
Daniel Josè Bamberg,FK Haugesund,66,RM
Michal Peškovič,Podbeskidzie Bielsko-Biała,66,GK
Dean Moxey,Bolton Wanderers,66,LB
Antonio Zito,Avellino,66,"CM, LM"
Igor Lewczuk,Legia Warszawa,66,RB
Rafał Kosznik,Górnik Zabrze,66,"LB, LM"
Ezequiel Luna,Santiago Wanderers,66,CB
Lorenzo Del Prete,Perugia,66,"RB, LB, RM"
Marián Kello,St. Mirren,66,GK
Rodolph Austin,Leeds United,66,"CM, CDM"
Janusz Gol,Amkar Perm,66,"CDM, CM"
Osvaldo David Martínez Arce,Club América,66,"CM, RW"
Miguel Ángel Martínez,Querétaro,66,"CB, RB"
Norberto Javier Paparatto,Portland Timbers,66,CB
Sunil Chhetri,India,66,"ST, CF, RW"
Frank Löning,FC Erzgebirge Aue,66,ST
Abdulmalek Abdullah Al Khaibri,Al Shabab,66,CDM
David Dzakhov,Amkar Perm,66,"CDM, CM"
Moritz Hartmann,FC Ingolstadt 04,66,"ST, RM"
Emidio Rafael Augusto Silva,Estoril Praia,66,LB
Pablo Ezequiel Fontanello,FC Ural Yekaterinburg,66,CB
Michael Eneramo,Medipol Başakşehir FK,66,ST
Kamil Saddiq Al Mousa,Al Ahli,66,"CB, LB"
Joshua Rose,Central Coast Mariners,66,LB
Siniša Anđelković,Palermo,66,CB
Francisco Javier Martos Espigares,Sporting de Charleroi,66,CB
William Ferreira Martínez,Leones Negros de la UdeG,66,"ST, CF"
Nikolay Bodurov,Fulham,66,CB
Mitja Viler,Slovenia,66,"LB, LM"
Aníbal Zurdo Rodríguez,Cruz Azul,66,ST
Renzo Revoredo Zuazo,Peru,66,"RB, RWB"
Ján Novota,SK Rapid Wien,66,GK
Martín Sebastián Aguirre,River Plate,66,CM
