Name,club,overall,player_positions
Brandon Barker,Hibernian,68,LM
Lucas Acosta,Belgrano de Córdoba,68,GK
Anton Miranchuk,Lokomotiv Moscow,68,CAM
황현수 黄贤秀,FC Seoul,68,CB
Iván Rossi,River Plate,68,"CDM, CM"
Haris Belkebla,Tours FC,68,"CM, CDM"
Ulises Rivas Gilio,Santos Laguna,68,"CM, CDM"
Juninho Bacuna,FC Groningen,68,"CM, CDM"
Angelo Fulgini,Angers SCO,68,"CM, RM, CDM, RW"
Cristian Camilo Arrieta Medina,Envigado FC,68,RB
Lukáš Haraslín,Lechia Gdańsk,68,"RM, LM"
Mamadou Thiam,Barnsley,68,ST
Darko Lazić,Alanyaspor,68,CB
中島 翔哉,Portimonense SC,68,"LW, ST"
Bautista Merlini,San Lorenzo de Almagro,68,"LM, CM, RM"
Akram Afif,KAS Eupen,68,"LM, RM"
Martin Chrien,SL Benfica,68,"CM, CDM"
Inácio Carneiro dos Santos,Portimonense SC,68,LB
Rory  McKenzie,Kilmarnock,68,"CAM, RM"
Jak Alnwick,Rangers FC,68,GK
Mirko Pigliacelli,Pescara,68,GK
Michele Fornasier,Pescara,68,CB
Pablo Marí Villar,NAC Breda,68,CB
Marius Müller,1. FC Kaiserslautern,68,GK
Callum Paterson,Cardiff City,68,RB
Darragh Lenihan,Blackburn Rovers,68,"CB, RB"
Jordi Vanlerberghe,Club Brugge KV,68,"CB, CDM"
Andreas Maxsø,Osmanlıspor,68,CB
Ebere Paul Onuachu,FC Midtjylland,68,ST
Paweł Cibicki,Leeds United,68,"ST, RM"
Alex Mowatt,Oxford United,68,"CAM, CM, LM"
Igor Lichnovsky Osorio,Club Necaxa,68,CB
Francesco Vicari,SPAL,68,CB
Erdal Rakip,Malmö FF,68,"CM, RM"
Cristian Daniel Arango Duque,CD Aves,68,ST
Owalabi Saturnin Allagbé Kassifa,Chamois Niortais Football Club,68,GK
Lorenzo Rosseti,Ascoli,68,ST
Saïd Benrahma,La Berrichonne de Châteauroux,68,"RM, ST"
Omar Nicolás Govea García,Royal Excel Mouscron,68,CDM
Tommy Thompson,San Jose Earthquakes,68,"RM, CM, LM"
Erik Thommy,FC Augsburg,68,"LM, RM"
Adama Mbengue,Stade Malherbe Caen,68,"LB, LM"
Vedat Muriqi,Gençlerbirliği SK,68,ST
Karim Hafez  Ramadan,Racing Club de Lens,68,LB
Miguel Filipe Nunes Cardoso,CD Tondela,68,"RW, CAM"
Chris Bedia,Sporting de Charleroi,68,ST
David Matías Barbona,Atlético Tucumán,68,"LM, RM, CM, CAM"
Diego Johannesson Pando,Real Oviedo,68,RB
Alberto Varó Lara,FC Barcelona B,68,GK
喜田 拓也,Yokohama F. Marinos,68,"CDM, CM"
Jakob Glesnes,Strømsgodset IF,68,CB
Ronaldo Peña,Moreirense FC,68,"ST, RW"
Marc Gual Huguet,Sevilla Atlético,68,ST
Andersson Ordóñez,Eintracht Frankfurt,68,CB
Jefferson Savarino,Real Salt Lake,68,"RW, CAM"
Leonardo Matías Heredia,Club Atlético Colón,68,CAM
Callum Harriott,Reading,68,"LM, RM, ST"
Jon Miquel Toral Harper,Hull City,68,"CM, CAM"
Aitor García Flores,Cádiz CF,68,"LM, RM, LW"
Gbenga Arokoyo,Portland Timbers,68,CB
Mickey van der Hart,PEC Zwolle,68,GK
Elton Acolatse,Sint-Truidense VV,68,"RM, LM"
Hadi Sacko,Leeds United,68,"RM, RW"
Levent Ayçiçek,SpVgg Greuther Fürth,68,"LM, CAM, LW, RM"
Theofanis Tzandaris,Panathinaikos FC,68,"CDM, CM"
Markel Etxeberría Mendiola,CD Numancia,68,"RB, RWB"
Erich  Berko,SG Dynamo Dresden,68,"LW, RW"
Davide Biraschi,Genoa,68,"CB, RB"
Miguel Ángel Murillo García,Deportivo Cali,68,ST
Francisco Miguel Varela Martín,Real Oviedo,68,LB
Juan Garro,Godoy Cruz,68,ST
Dariusz Formella,Pogoń Szczecin,68,"LM, RM"
Modou Diagne,AS Nancy Lorraine,68,CB
Gboly Ariyibi,Milton Keynes Dons,68,"RM, LM"
Deni Milošević,Atiker Konyaspor,68,"CAM, LM"
Wallyson Teixeira Mallmann,Sporting CP,68,"CAM, CM"
Jown Cardona,Deportivo Cali,68,CAM
Timon Wellenreuther,Willem II,68,GK
Alexander Bono,Toronto FC,68,GK
Francisco José Perdomo Borges,Albacete BP,68,"RB, RW"
Yanni Regäsel,Eintracht Frankfurt,68,"RB, RWB"
Miguel Díaz Montes,CA Osasuna,68,"CM, CAM"
Carlos Pomares Rayo,Lorca FC,68,"LB, LM"
Abbubaker Mobara,Orlando Pirates,68,"CB, RB, CDM"
Martin Hongla,Granada CF,68,"CB, CDM"
Jaroslav Mihalík,Cracovia,68,LM
Bryan Acosta,CD Tenerife,68,"CDM, CM, CAM"
Ander Guevara Lajo,Real Sociedad,68,CM
Soufyan Ahannach,Brighton & Hove Albion,68,"LW, CAM"
Ander Agüeros de Vicente,Granada CF,68,"LB, LM, LWB"
Etzaz Hussain,Odds BK,68,CM
Fredrik Oldrup Jensen,SV Zulte-Waregem,68,CM
Adam Davies,Barnsley,68,GK
Christoffer Remmer,Molde FK,68,"RWB, RB"
Ethan Ebanks-Landell,Milton Keynes Dons,68,CB
Piotr Parzyszek,PEC Zwolle,68,ST
李可,Brentford,68,"CM, CDM"
Robert Hall,Oxford United,68,"RM, LM, CAM"
Ouasim Bouy,Cultural Leonesa,68,"CB, CM"
Bobby Reid,Bristol City,68,"ST, CM, CAM"
Nick Pope,Burnley,68,GK
Marcus Bettinelli,Fulham,68,GK
Angus MacDonald,Barnsley,68,CB
Roman Buess,FC St. Gallen,68,ST
Pablo Iñiguez de Heredia,CF Reus Deportiu,68,"CB, CM, CDM"
Marcus Maddison,Peterborough United,68,"CAM, RM, LM, ST"
Aias Aosman,SG Dynamo Dresden,68,"CAM, CM"
Cándido Ramírez,Club Atlas,68,LM
Alan Omar Mendoza López,U.N.A.M.,68,LB
John Jairo Ruiz Barrantes,Al Fayha,68,"LM, RM"
Michael Frey,FC Zürich,68,"ST, CAM"
Maxim Belyaev,Arsenal Tula,68,CB
문창진 文昶辰,Gangwon FC,68,"CAM, RW"
Queensy Menig,Oldham Athletic,68,"LM, ST, LW, RM"
Filip Malbašić,CD Tenerife,68,"RM, LM, ST"
Luis Valcarce Vidal,CD Numancia,68,LB
Daniel Pinillos González,Córdoba CF,68,LB
Paolo Pancrazio Faragò,Cagliari,68,"CM, CAM, RB"
Mark Flekken,MSV Duisburg,68,GK
Przemysław Frankowski,Jagiellonia Białystok,68,RM
Eduardo Antônio Machado Teixeira,Estoril Praia,68,"CAM, CM"
Samuel Gustafson,Torino,68,"CM, CAM"
Ronwen Williams,South Africa,68,GK
Baptiste Guillaume,Angers SCO,68,ST
Héctor Antonio Urrego Hurtado,Independiente Santa Fe,68,CB
José Antonio Caro Martínez,Córdoba CF,68,"CB, RB"
Sergio Ojeda,Club Olimpo,68,CB
Martín Luque,San Martín de San Juan,68,"LM, ST, LW"
Luca Bittante,Carpi,68,"RB, LB, RM"
Jack Payne,Oxford United,68,CAM
Carlos Akapo Martínez,SD Huesca,68,"RB, LB"
Birger Solberg Meling,Rosenborg BK,68,"LB, CDM"
Sam Nicholson,Minnesota United FC,68,"LM, RM"
Sergio Aguza Santiago,Córdoba CF,68,"CDM, CAM, CM"
Felipe Nicolás Avenatti,Bologna,68,ST
Saidy Janko,AS Saint-Étienne,68,"RB, RM"
Ramy Rabia,Egypt,68,"CB, CDM"
Rick Dekker,PEC Zwolle,68,CM
Yonathan Emanuel Cabral,Atlético Tucumán,68,CB
Núrio Domingos Matias Fortuna,Sporting de Charleroi,68,LB
Tarkan Serbest,FK Austria Wien,68,"CDM, CM"
Samuel Delgado Serna,Cultural Leonesa,68,"LM, RM"
Lucas Pirard,Sint-Truidense VV,68,GK
Mateusz Szwoch,Arka Gdynia,68,"CAM, CM"
Paulo Ricardo Ferreira,FC Sion,68,CB
Jesús Miguel Valentín Rodríguez,Real Zaragoza,68,"CB, CDM"
Niklas Kreuzer,SG Dynamo Dresden,68,"RB, RW"
Mauricio Martínez,Rosario Central,68,"CDM, CM, RM"
Dylan Saint-Louis,Paris FC,68,"LW, RW, ST"
Franck-Yves Bambock,Sparta Rotterdam,68,"CDM, CM"
Hauke Wahl,FC Ingolstadt 04,68,CB
Cristian Dell'Orco,Sassuolo,68,LB
Edouard Mendy,Stade de Reims,68,GK
Lucas Höler,SV Sandhausen,68,ST
Georgios Giakoumakis,AEK Athens,68,ST
Gerson Torres,Club América,68,LM
Davit Khotcholava,Shakhtar Donetsk,68,CB
Bilel Aouacheria,Moreirense FC,68,"LW, CAM"
Fredrik Gulbrandsen,FC Red Bull Salzburg,68,ST
Mark Birighitti,NAC Breda,68,GK
Alexey Nikitin,FC Ufa,68,"CB, RB"
Oliver Buff,Real Zaragoza,68,"CM, CAM, RM, LM"
Stefan Ortega Moreno,DSC Arminia Bielefeld,68,GK
Luca Tremolada,Ternana,68,"CAM, CM"
Alejandro Pérez Navarro,Real Sporting de Gijón,68,CB
Eduard Campabadal Claros,CD Lugo,68,"RB, RM, LB"
Veton Berisha,SK Rapid Wien,68,"ST, RM"
Zac MacMath,Colorado Rapids,68,GK
Luciano Slagveer,FC Twente,68,RM
Dimitri Bisoli,Brescia,68,CM
Joshua Brillante,Sydney FC,68,"CDM, RB"
Stéphane Bahoken,RC Strasbourg Alsace,68,"ST, LW"
Diego Iván Rubio Kostner,Sporting Kansas City,68,ST
Sebastian Maier,Hannover 96,68,"CAM, RM, LM"
Korbinian Vollmann,SV Sandhausen,68,"LM, CAM"
Cheick Diarra,Tours FC,68,ST
Tom Boere,FC Twente,68,ST
Kacper Przybyłko,1. FC Kaiserslautern,68,"ST, LM"
Robin Pröpper,Heracles Almelo,68,CB
José Carlos Van Rankin Galland,U.N.A.M.,68,RB
Hörður Björgvin Magnússon,Bristol City,68,"CB, LB"
Brandon O'Neill,Sydney FC,68,CDM
Muamer Tanković,Hammarby IF,68,"ST, CAM"
Christoph Martschinko,FK Austria Wien,68,LB
Leandro de Lima Silva,Rio Ave FC,68,CAM
Bradley Dack,Blackburn Rovers,68,"CAM, CM"
Denis Terentyev,Zenit St. Petersburg,68,"RB, RWB"
Marko Bakić,SC Braga,68,"CM, CDM, LM, CAM"
Jérémie Bela,Albacete BP,68,"RM, ST, LM"
Michael Pérez Ortiz,Guadalajara,68,"CDM, CM"
Osayamen Osawe,1. FC Kaiserslautern,68,"ST, RM"
Leonel Ezequiel Galeano,Godoy Cruz,68,CB
Serge-Junior Martinsson Ngouali,Hammarby IF,68,CM
Guðmundur Þórarinsson,IFK Norrköping,68,CM
Lucas Villalba,Club Atlético Huracán,68,"LB, CM"
Filip Raičević,FC Pro Vercelli 1892,68,ST
Todor Nedelev,Bulgaria,68,"CAM, RM, LM"
Pieros Sotiriou,FC København,68,ST
Sascha Mockenhaupt,SV Wehen Wiesbaden,68,"CB, RB"
Filippo De Col,Spezia,68,RB
Adam Tzanetopoulos,AEK Athens,68,CB
Jacob Rinne,Aalborg BK,68,GK
Nick Hagglund,Toronto FC,68,"CB, RB"
Ruben Aguilar,Montpellier HSC,68,RB
Stefan Lainer,FC Red Bull Salzburg,68,"RB, RWB, RM"
Sergio Marcos González,Real Valladolid CF,68,"CM, CAM, CDM"
Dylan Bahamboula,Dijon FCO,68,"ST, RM, LM"
Carlos Gabriel González Espínola,Club Necaxa,68,ST
Ferland Mendy,Olympique Lyonnais,68,LB
Kévin Hoggas,Football Bourg En Bresse Peronnas 01,68,CAM
Emanuel Taffertshofer,FC Würzburger Kickers,68,"CDM, CM"
Mauricio Affonso Prieto,Atlético Tucumán,68,ST
Daniel Cataño,Independiente Medellín,68,"CAM, RM, LM"
José David Moya Rojas,Independiente Santa Fe,68,CB
Brandon Vincent,Chicago Fire,68,"LB, LWB"
Borja Domínguez Domínguez,AD Alcorcón,68,"CDM, CM, CAM"
Tarik Tissoudali,VVV-Venlo,68,"LW, RW"
Bojan Nastić,KRC Genk,68,LB
Kingsley Schindler,Holstein Kiel,68,"RM, RB"
Alexander Nandzik, SSV Jahn Regensburg,68,LB
Žan Majer,FC Rostov,68,"CM, CAM"
Vitaliy Shakhov,FC Tosno,68,CB
Igor Chaykovskyi,FC Anzhi Makhachkala,68,CDM
Darwin Jesús González Mendoza,Patronato,68,"LW, ST, RW"
Gerrit Nauber,MSV Duisburg,68,CB
Patrick Farkas,FC Red Bull Salzburg,68,"RB, RM, LB"
Eduardo Ramos Gómez,Córdoba CF,68,CDM
Marc Vidal,Toulouse Football Club,68,GK
Tom Bradshaw,Barnsley,68,ST
Tomáš Koubek,Stade Rennais FC,68,GK
Alexander Merkel,VfL Bochum 1848,68,"CM, RM, CAM"
Francisco Pablo Cruz Torres,Lorca FC,68,CB
Elvis Manu,Gençlerbirliği SK,68,"LW, ST"
Enej Jelenič,Carpi,68,"LM, RM, LW"
David Bingham,San Jose Earthquakes,68,GK
Stevie May,Aberdeen,68,ST
Jake Gleeson,Portland Timbers,68,GK
Josh Vela,Bolton Wanderers,68,"CM, CAM, RB"
Ryan Tunnicliffe,Millwall,68,"CM, LM"
Arlind Ajeti,Crotone,68,CB
Janis Blaswich,FC Hansa Rostock,68,GK
Rohan Ince,Bury,68,"CDM, CM, CB"
Shawn Parker,FC Augsburg,68,"ST, RM"
Simon Kroon,FC Midtjylland,68,RM
Stefan Schwab,SK Rapid Wien,68,"CDM, CM, CAM"
Mattia Valoti,Hellas Verona,68,"CM, CAM"
Bjarne Thoelke,Hamburger SV,68,CB
Khoren Bayramyan,FC Rostov,68,"LWB, CAM, CM"
Mikael Ishak,1. FC Nürnberg,68,ST
Loris Brogno,Sparta Rotterdam,68,"LW, RW"
Pierre-Yves Polomat,AJ Auxerre,68,LB
Mitchel Paulissen,Roda JC Kerkrade,68,"LM, CAM"
Dustin Bomheuer,MSV Duisburg,68,"CB, LB"
Richard Strebinger,SK Rapid Wien,68,GK
Derik Osede Prieto,Bolton Wanderers,68,"CB, CDM"
André Ibsen Rømer,FC Midtjylland,68,"CDM, RB"
Markus Kolke,SV Wehen Wiesbaden,68,GK
황의조 Ui Jo Hwang,Gamba Osaka,68,ST
Hedgardo Marín,Guadalajara,68,CB
Eder Castañeda Botia,América de Cali,68,CB
Lucas Bijker,Cádiz CF,68,LB
Mohamed Gouaida,Hamburger SV,68,"LM, RM"
Alessandro Martinelli,Brescia,68,"CDM, CM"
Gastón Campi,Estudiantes de La Plata,68,"CB, CDM"
Fabián Alexis Viáfara Alarcón,Rionegro Águilas,68,"RB, RM"
Damian Roßbach,SV Sandhausen,68,"LB, CDM, CM"
Iago Azevedo dos Santos,Moreirense FC,68,"CB, RB"
Ença Fati,Moreirense FC,68,LW
Matt Polster,Chicago Fire,68,"RB, CDM"
Jerry Alberto Ortíz Cortés,Once Caldas,68,"RM, CAM"
Alexis Pedro Canelo,Deportivo Toluca,68,ST
Ablae Mbengue,Terek Grozny,68,ST
Patrick Friday Eze,Atiker Konyaspor,68,ST
Gian dos Santos Martins,FC Paços de Ferreira,68,CM
Luís Miguel Vieira Machado,CD Feirense,68,"LM, RM"
Wanderson de Macedo Costa,GwangJu FC,68,ST
Milan Jevtović,Rosenborg BK,68,"LW, RW"
Unai Elgezabal Udondo,CD Numancia,68,CB
Calogero Rizzuto,FC Erzgebirge Aue,68,"RB, RM"
José Ramón Leguizamón Ortega,Rosario Central,68,CB
Diego Luiz  de Siqueira Medeiros,FC Paços de Ferreira,68,"LW, RW"
Mikkel Andersen,Lyngby BK,68,GK
Rolf Günther Feltscher Martínez,Venezuela,68,"RB, CB, LB"
Dries Wuytens,Heracles Almelo,68,CB
Adaílton dos Santos da Silva,Júbilo Iwata,68,"ST, LM"
Diego Eduardo De Buen Juárez,Santos Laguna,68,"CM, CDM"
Gastón Sauro,Columbus Crew SC,68,CB
Sean  Johnson,New York City FC,68,GK
Ján Greguš,FC København,68,"CM, CDM"
Sam Morsy,Wigan Athletic,68,"CM, CDM"
Timo Beermann,1. FC Heidenheim 1846,68,CB
Francisco Manuel Vélez Jiménez,Wisła Kraków,68,"CDM, CM"
Kamil Drygas,Pogoń Szczecin,68,"CDM, CAM"
Franco Signorelli,US Salernitana 1919,68,CM
Zacharie Boucher,AJ Auxerre,68,GK
Nicklas Helenius,Odense Boldklub,68,ST
Mathieu Deplagne,ESTAC Troyes,68,RB
Patrik Hidi,Real Oviedo,68,"CM, CAM, CDM"
Deniss Rakels,Lech Poznań,68,"ST, RM"
Daryl Horgan,Preston North End,68,"LW, RW"
Jiří Skalák,Brighton & Hove Albion,68,"LM, RM"
Chaker  Alhadhur,La Berrichonne de Châteauroux,68,"LB, RB"
Alejandro Menéndez Díaz,CF Reus Deportiu,68,"LB, LM"
Dico Koppers,PEC Zwolle,68,LB
Clemens Schoppenhauer,FC St. Pauli,68,CB
Marcus Antonsson,Blackburn Rovers,68,ST
Adrià Carmona Pérez,CD Lugo,68,"LM, LW"
Rudy Camacho,Waasland-Beveren,68,CB
Sebastian Andersson,1. FC Kaiserslautern,68,ST
Pelayo Novo García,Albacete BP,68,"CAM, CDM, CM"
Souleymane Doukara,Osmanlıspor,68,"ST, LM"
Francisco Sol Ortiz,Willem II,68,ST
Manuel Prietl,DSC Arminia Bielefeld,68,"CDM, CM, CAM"
Peter van Ooijen,Heracles Almelo,68,CM
장현수 张贤秀,FC Tokyo,68,CB
Rico Benatelli,SG Dynamo Dresden,68,"CM, LM"
Julian Michel,Sporting Lokeren,68,"CM, CDM, CAM, LM"
Deshorn Brown,DC United,68,ST
小野 裕二,Sagan Tosu,68,CAM
Timofey Margasov,Lokomotiv Moscow,68,"RB, LB"
Antonio José Rodríguez Díaz,Granada CF,68,"RM, LM"
Fáider Fabio Burbano Castillo,Rionegro Águilas,68,"CAM, RM"
Elvis David Mosquera Valdés,Envigado FC,68,LB
Matías Fissore,San Martín de San Juan,68,CDM
Leonardo Gil,Rosario Central,68,"CM, CDM"
Emanuele Suagher,Avellino,68,CB
Álvaro Peña Herrero,AD Alcorcón,68,"CAM, CM"
Saad Abdulameer Luaibi Al Zirjawi Al Dobjahawe,Al Shabab,68,"CDM, CB"
Simeon Tochukwu Nwankwo,Crotone,68,ST
Agustín Vuletich,Rionegro Águilas,68,ST
Abdul Jeleel Ajagun,KV Kortrijk,68,"CAM, RM, LM, CM"
Uğur Çiftçi,Gençlerbirliği SK,68,"LB, LWB"
Jann George, SSV Jahn Regensburg,68,RM
Rubén Alcaraz Jiménez,UD Almería,68,"CM, CDM"
Jean Luc Gbayara Assoubre,Gimnàstic de Tarragona,68,"RW, RM"
Edis Ibargüen,Patriotas Boyacá FC,68,"ST, RW"
森岡 弘良太,Waasland-Beveren,68,CAM
Gideon Baah,New York Red Bulls,68,"CB, LB"
Mario Kvesić,FC Erzgebirge Aue,68,"CAM, CF"
Keagan Wilbur Buchanan,Kaizer Chiefs,68,"CAM, RW"
Ângelo Pelegrinelli Neto,Moreirense FC,68,CM
José Manuel Aja Livchich,Orlando City SC,68,CB
Álvaro Villete Melgar,Patriotas Boyacá FC,68,GK
Kevin Pires-Rodrigues,VfL Sportfreunde Lotte,68,CM
Alberto Cirilo Contrera Giménez,Patronato,68,CAM
Ben  Amos,Charlton Athletic,68,GK
Alexandre Oukidja,RC Strasbourg Alsace,68,GK
Jonatan Tollås Nation,Vålerenga Fotball,68,CB
Alessandro Tuia,US Salernitana 1919,68,CB
Luke DeVere,Brisbane Roar,68,CB
Marvin Pourié,Randers FC,68,ST
Marc Hornschuh,FC St. Pauli,68,"CB, RB"
Rhyan Grant,Sydney FC,68,"RB, LB"
Viktor Lundberg,Clube Sport Marítimo,68,ST
Thiago Cardoso,Estoril Praia,68,CB
Neil Etheridge,Cardiff City,68,GK
Jörg Siebenhandl,SK Sturm Graz,68,GK
Guus Hupperts,Sporting Lokeren,68,"RM, LM, RW"
Tyler Deric,Houston Dynamo,68,GK
James Collins,Luton Town,68,ST
Conor McLaughlin,Millwall,68,"RB, RWB"
Simon Makienok Christoffersen,FC Utrecht,68,ST
Jens Cools,Waasland-Beveren,68,"CDM, CM"
Collin Quaner,Huddersfield Town,68,"ST, RW, RM"
Victor Ulloa,FC Dallas,68,"CDM, CM"
Josh Morris,Scunthorpe United,68,"LM, LW"
Rafał Janicki,Lech Poznań,68,CB
Gershon Koffie,New England Revolution,68,"CDM, CM"
Viktor Klonaridis,AEK Athens,68,"RM, LM, CAM"
Luís Felipe Dias do Nascimento,Vitória de Setúbal,68,RB
Donald Toia,Orlando City SC,68,"LB, RB"
Yannick Stark,SV Darmstadt 98,68,"CDM, CM, RM"
Samy Kehli,Sporting Lokeren,68,"CAM, RM"
Tom Beugelsdijk,ADO Den Haag,68,CB
Mats Seuntjens,AZ Alkmaar,68,CM
Cristiano Pereira Figueiredo,Vitória de Setúbal,68,GK
Nihat Şahin,Gençlerbirliği SK,68,GK
Cosimo Chiricò,Foggia,68,RW
Juhani Ojala,BK Häcken,68,CB
Marvin Baudry,SV Zulte-Waregem,68,"CB, RB"
Thomas Lam,FC Twente,68,"CB, CM, CDM"
Cosmin Gabriel Matei,Gençlerbirliği SK,68,RM
Juan Pablo Vigón,Club Atlas,68,"CM, RWB, LM"
Luis Felipe Gallegos,Club Necaxa,68,"LM, RM, LW"
Biagio Meccariello,Brescia,68,CB
Alejandro Saúl Chumacero Bracamonte,Bolivia,68,"CM, RM"
Gonçalo Filipe Oliveira Silva,Os Belenenses,68,CB
Luis Carlos Murillo,Once Caldas,68,LB
Julián Alveiro Quiñónes García,Deportes Tolima,68,CB
Nahuel Valentini,Real Oviedo,68,CB
Yeltsin Ignacio Tejeda Valverde,FC Lausanne-Sport,68,"CM, CDM"
Leonel Jonás Aguirre Avalo,Puebla FC,68,LM
Filip Marković,Racing Club de Lens,68,RM
Didier Delgado,Deportivo Cali,68,"RM, RB"
Waylon Francis,Columbus Crew SC,68,"LB, LWB"
Chris Duvall,Montreal Impact,68,"RB, LB"
손준호 孙准浩,Pohang Steelers,68,"CM, CDM"
Paul Gladon,Heracles Almelo,68,ST
Abdulaziz Demircan,Atiker Konyaspor,68,GK
Marcelo Benítez,Belgrano de Córdoba,68,LB
Rafael Eduardo Costa,Moreirense FC,68,"CAM, CM"
Jhonier Viveros Díaz,Cortuluá,68,LM
Giuliano Modica,1. FC Kaiserslautern,68,CB
Ognjen Gnjatić,Roda JC Kerkrade,68,CDM
Jadson Silva de Morais,Portimonense SC,68,CB
Payam Sadeghian Sharafabad,Osmanlıspor,68,"LM, RM"
Ben Hamer,Leicester City,68,GK
David Button,Fulham,68,GK
Kenny Steppe,Sint-Truidense VV,68,GK
Anthony Marin,AC Ajaccio,68,CB
Marcus Pedersen,Strømsgodset IF,68,ST
Amin Nouri,SK Brann,68,RB
Kieran Agard,Milton Keynes Dons,68,"ST, RM"
Sébastien Bruzzese,KV Kortrijk,68,GK
Jay Aston Emmanuel-Thomas,Queens Park Rangers,68,"ST, CAM"
Yannis Tafer,FC St. Gallen,68,"RM, LM, CF"
Marc Pedersen,SønderjyskE,68,"CB, RB"
Christopher Telo,Molde FK,68,LWB
Lamine Gassama,Alanyaspor,68,RB
Thomas Fontaine,Clermont Foot 63,68,CB
Parfait Mandanda,Sporting de Charleroi,68,GK
登里 享平,Kawasaki Frontale,68,"LM, LB"
Evgeniy Makeev,FC Rostov,68,"CB, RB, LB"
Jesús Fernández Collado,Cultural Leonesa,68,GK
Sergey Terekhov,Dinamo Moscow,68,LB
Milan Đurić,Bristol City,68,ST
Stephan Salger,DSC Arminia Bielefeld,68,"CB, CDM, LB"
Lerin Duarte,Heracles Almelo,68,CM
Alberto Escassi Oliva,CD Numancia,68,"CB, CDM"
Izunna Arnest Uzochukwu,Odense Boldklub,68,"CM, CDM"
Adriano Grimaldi,SC Preußen Münster,68,ST
Marcel Titsch-Rivero,1. FC Heidenheim 1846,68,"CM, CDM"
Teddy Mézague,Royal Excel Mouscron,68,"CB, CDM"
Jerónimo Arturo Amione Cevallos,Puebla FC,68,ST
Thanos Petsos,SK Rapid Wien,68,"CDM, CM"
Manuel Torres Jiménez,SpVgg Greuther Fürth,68,RM
Erdin Demir,Waasland-Beveren,68,LB
Marvin Knoll, SSV Jahn Regensburg,68,"CB, CDM"
Fabrício dos Santos Messias,Portimonense SC,68,"ST, LW"
Marcos Danilo Ureña Porras,San Jose Earthquakes,68,ST
Maik Kegel,SC Fortuna Köln,68,"CM, CDM"
Nils Teixeira,DSC Arminia Bielefeld,68,"RB, LB"
Jón Guðni Fjóluson,IFK Norrköping,68,CB
Juan Carlos Real Ruiz,CD Tenerife,68,"LM, RM, CAM, CM"
Ignacio Lores Varela,Ascoli,68,"LW, RW"
Vyacheslav Podberezkin,FC Krasnodar,68,"RM, CAM, CM, LM"
Giannis Skondras,Hamilton Academical FC,68,"RB, CB"
Michał Mak,Śląsk Wrocław,68,"LM, RM, ST"
Cyriaque Rivieyran,Chamois Niortais Football Club,68,"RB, LB"
Mohammed Saeid,Colorado Rapids,68,"CM, CAM"
Mekeil Williams,Colorado Rapids,68,"LB, RB"
Miguel Herrera,Club León,68,CB
Daniel Buballa,FC St. Pauli,68,LB
Aljaz Struna,Palermo,68,"RB, CB"
David González Plata,AD Alcorcón,68,"RM, RW, LM, ST"
Antonio Vacca,Foggia,68,CM
Juan Daniel Roa Reyes,Independiente Santa Fe,68,"RM, CM"
William Francisco Luis Arboleda Perea,América de Cali,68,"CAM, CDM, CM, RM"
Francisco Mattia,San Martín de San Juan,68,CB
Aleksandar Miljković,Amkar Perm,68,"RWB, RB"
Everaldo Stum,Querétaro,68,ST
Zeki Yavru,Gençlerbirliği SK,68,RB
Benedikt Zech,SCR Altach,68,CB
Rajko Rotman,Göztepe SK,68,"CDM, CM"
Jesús Imaz Ballesté,Wisła Kraków,68,"LM, RM, CAM, ST"
Guilherme Haubert Sityá,Jagiellonia Białystok,68,LB
Saša Živec,Piast Gliwice,68,"CAM, CF"
Gastón Giménez,Godoy Cruz,68,CM
오승훈 吴舜洪,Sangju Sangmu FC,68,GK
Matty Taylor,Bristol City,68,ST
Hélder Luís Lopes Vieira Tavares,CD Tondela,68,"CM, CDM"
Vasco António Barbosa da Costa,Vitória de Setúbal,68,ST
Leyvin Balanta,Independiente Santa Fe,68,"LB, LM"
José Antonio Malagón Rubio,CD Lugo,68,"CB, CDM"
Facundo Ezequiel Silva,Club Atlético Colón,68,"LM, RM"
轮湖 直樹,Kashiwa Reysol,68,LB
Johnatan Opoku,VVV-Venlo,68,"CAM, CM"
Emanuel Pogatetz,LASK Linz,68,CB
Dorus de Vries,Celtic,68,GK
Benoît Cheyrou,Toronto FC,68,"CM, CDM"
Mikael Antonsson,FC København,68,CB
Ivan Pelizzoli,Foggia,68,GK
Kris Boyd,Kilmarnock,68,ST
Philippe Senderos,Houston Dynamo,68,CB
Morten  Morisbak Skjønsberg,Stabæk Fotball,68,CB
Don Cowie,Heart of Midlothian,68,"CM, RM"
Bruno Grougi,Stade Brestois 29,68,"CDM, CM"
Jay Bothroyd,Hokkaido Consadole Sapporo,68,ST
Sigamary Diarra,Valenciennes FC,68,"LM, ST"
Christian Grindheim,Vålerenga Fotball,68,"CM, CDM"
Mickaël Tacalfred,AJ Auxerre,68,CB
Christofer Heimeroth,Borussia Mönchengladbach,68,GK
Lukas Kruse,Holstein Kiel,68,GK
Umut Bulut,Kayserispor,68,ST
Ufuk Ceylan,Alanyaspor,68,GK
Niki Mäenpää,Brighton & Hove Albion,68,GK
Luís Alberto Santos dos Santos,CD Aves,68,CDM
Ricardo  Clark,Houston Dynamo,68,"CM, CDM"
Florian Dick,DSC Arminia Bielefeld,68,RB
John Welsh,Preston North End,68,"CDM, CM"
