Name,club,overall,player_positions
Albian Ajeti,FC Basel 1893,64,ST
Piqueti Djassi Brito Silva,SC Braga,64,"LM, RM"
Ziggy Gordon,Hamilton Academical FC,64,RB
Claudio Jopia,Deportivo San Marcos de Arica,64,"LM, LB"
Joan Jordán Moreno,RCD Espanyol,64,"CM, RM, CDM, CAM"
Khaled Narey,SC Paderborn 07,64,"RB, LB, RM"
Lucas Ariel Villarruel,Club Atlético Huracán,64,CDM
Jhony Alexander da Silva Sosa,Atlético Huila,64,GK
Éber Henrique Ferreira de Bessa,Clube Sport Marítimo,64,CM
Fayçal Rherras,Sint-Truidense VV,64,LB
Karim Onisiwo,SV Mattersburg,64,"LW, ST"
Mousa Bandeh Kandeh,Gimnàstic de Tarragona,64,"LB, LM"
Jonathan Moya,SD Huesca,64,ST
José Eduardo de Araújo,SS Virtus Lanciano,64,"CM, CAM"
Hope Akpan,Blackburn Rovers,64,"CM, CDM"
Thomas Fontaine,AJ Auxerre,64,CB
Morten Sundli,Mjøndalen IF,64,CB
David Jensen,FC Nordsjælland,64,GK
Gudmund Taksdal Kongshavn,Tromsø IL,64,GK
Mikkel Kirkeskov,Odense Boldklub,64,LB
Nathaniel Mendez-Laing,Rochdale,64,"RM, ST"
Clemens Fandrich,FC Luzern,64,"CAM, CM, RM"
Cláudio Pires de Morais Ramos,CD Tondela,64,GK
Stefano Pettinari,Vicenza,64,ST
Steven Skrzybski,1. FC Union Berlin,64,"ST, RM"
Sam Walker,Colchester United,64,GK
João André Ribeiro Vieira,Moreirense FC,64,ST
Michael Falkesgaard,Odense Boldklub,64,GK
Tom Trybull,SpVgg Greuther Fürth,64,"CDM, CM"
Alfonso Arístides Tamay Sánchez,Puebla FC,64,"LM, LW"
Rory  McKenzie,Kilmarnock,64,RM
Denis Prychynenko,1. FC Union Berlin,64,"CB, CDM"
Ben Nugent,Crewe Alexandra,64,CB
Carlos Clerc Martínez,Girona FC,64,"LB, LWB"
임창우 Chang Woo Rim,Ulsan Hyundai FC,64,"RB, CB"
Connor Lade,New York Red Bulls,64,"RB, CDM, LB"
Björn Jopek,DSC Arminia Bielefeld,64,"CM, CAM, LM"
Christoph Martschinko,FK Austria Wien,64,"LB, LM"
Nuno Vieira Campos,CD Nacional,64,RB
Sultan Al Sawadi,Al Raed,64,"RM, ST"
Thibault Peyre,Royal Excel Mouscron,64,RB
Gianluca Lapadula,Pescara,64,"ST, RW, CF"
Nikola Aksentijević,Royal Excel Mouscron,64,RB
Santiago Rivera Molina,Monterrey,64,ST
Billy King,Heart of Midlothian,64,"RM, LM"
연제민 延济民,Suwon Samsung Bluewings,64,"CB, RB"
Luis Solignac,Colorado Rapids,64,"ST, RW"
Mamuka Kobakhidze,Mordovia Saransk,64,"CB, LB"
Stephen Buyl,SV Zulte-Waregem,64,"LM, RM"
Bastián San Juan Martínez,CD O'Higgins,64,CB
Giakumis Yaya Kodogiannis Valencia,San Luis de Quillota,64,"CDM, RB"
Matteo Fedele,Carpi,64,"CM, CAM, CDM"
Kevin Mensah,Esbjerg fB,64,"LM, RM"
Yann Boé-Kane,Red Star FC,64,CDM
Carlos Akapo Martínez,Valencia CF,64,"RB, RWB, RM"
Esteban Ciaccheri,Arsenal de Sarandí,64,ST
Djené Dakonam Ortega,AD Alcorcón,64,"RB, CB, LB"
Tidjani Amadou Moutari Kalala,FC Anzhi Makhachkala,64,"RM, LM"
Francesco Zampano,Pescara,64,"RB, LB"
Agostino Camigliano,Udinese,64,CB
Juan Manuel Trejo,Independiente,64,LM
Ramy Rabia,Egypt,64,"CDM, CB"
Alain Oyarzun Aguilar,Real Sociedad,64,"LW, CAM"
Omenuke Mfulu,Stade de Reims,64,"CDM, CB, CM"
Stefan Lainer,FC Red Bull Salzburg,64,"RB, RM"
Abdoul Ba,Racing Club de Lens,64,CB
Dario Melnjak,Sporting Lokeren,64,LB
Stanislav Iljutcenko,MSV Duisburg,64,ST
Ludcinio Marengo,ADO Den Haag,64,"RW, LW"
Victor Hernán Morales Reyes,San Luis de Quillota,64,"CB, LB"
Daniel Moisés Vicencio Quiero,San Luis de Quillota,64,CB
Alvaro Felipe Césped Lártiga,San Luis de Quillota,64,"CDM, CM"
Tiago Manuel Oliveira Mesquita,Boavista FC,64,RB
Kristian Brix,FK Bodø/Glimt,64,"LB, RB"
Rhys  Murphy,Crawley Town,64,ST
Liam Kelly,Oldham Athletic,64,"CDM, CM, RM"
Temitope Obadeyi,Kilmarnock,64,"LM, ST"
Gianluca Frontino,FC Thun,64,"CAM, CF"
Haris Vučkić,Wigan Athletic,64,"ST, CF, CAM"
François Affolter,FC Luzern,64,"CB, RB"
Robert Lundström,Vålerenga Fotball,64,"RB, LB"
Jermaine Grandison,Shrewsbury,64,"CB, RB"
Emil Jonassen,Odds BK,64,LB
Marvin Zeegelaar,Rio Ave FC,64,"LB, LW"
Aitor Fernández A.,Villarreal CF,64,GK
Simon Moore,Cardiff City,64,GK
Jake Taylor,Motherwell,64,"CAM, LM, CM"
Alberto Guitián Ceballos,Real Sporting de Gijón,64,"CDM, CB"
Cayetano Bartolomé Bonnín Vásquez,CA Osasuna,64,"CB, CDM"
Magomed Mitrishev,Terek Grozny,64,ST
Richárd Magyar,Hammarby IF,64,CB
Willi Evseev,1. FC Nürnberg,64,"CAM, CM, LB"
Marvin Potzmann,SK Sturm Graz,64,"RB, LB"
Gernot Trauner,SV Ried,64,"CB, CDM"
Michael Schimpelsberger,SK Rapid Wien,64,"RB, RWB"
Giacomo Beretta,FC Pro Vercelli 1892,64,"ST, RW"
Jakub Słowik,Pogoń Szczecin,64,GK
Blair Adams,Notts County,64,LB
Eriq  Zavaleta,Toronto FC,64,CB
Michael Harriman,Wycombe Wanderers,64,"RB, RM"
Edson Rivera,Santos Laguna,64,"LW, ST"
Kamal Issah,Stabæk Fotball,64,"CDM, CM"
Conor Townsend,Hull City,64,LB
Kevin Rafael Escamilla Moreno,U.N.A.M.,64,"CDM, CM"
Corey Gameiro,Melbourne City FC,64,"ST, LM"
Rayan Frikèche,AC Ajaccio,64,"CM, CDM"
Troels Kløve Hallstrom,SønderjyskE,64,"RM, RB, LM"
Abdullah Fareed Al Hafith,Al Hilal,64,CB
Murray Wallace,Scunthorpe United,64,CB
Johannes Wurtz,SpVgg Greuther Fürth,64,"RB, CAM, CF, LM"
Christian Schilling,SCR Altach,64,"LB, LM"
Kristijan Dobras,SK Sturm Graz,64,"LM, CAM"
Adam Pazio,Podbeskidzie Bielsko-Biała,64,"LB, RB, CDM"
Wellington de Lima Gomes,Clube Sport Marítimo,64,GK
Dennis  Mast,DSC Arminia Bielefeld,64,LM
Dylan Remick,Seattle Sounders FC,64,LB
Andrew Hoole,Sydney FC,64,"LM, RM, CAM"
Kyle Bekker,Montreal Impact,64,"CM, CDM"
Brede Mathias Moe,FK Bodø/Glimt,64,"CB, RB"
Jonatan Straus,Jagiellonia Białystok,64,LB
César Augusto Hinestroza Lozano,Atlético Huila,64,LB
Dairon Estibens Asprilla Rivas,Portland Timbers,64,"RW, ST"
Christian Vargas Cortés,Atlético Nacional,64,GK
Leandro Iván Barrera,San Jose Earthquakes,64,LM
Ronnie Alan Fernández Sáez,Santiago Wanderers,64,CF
Bryan Cortés,Santiago Wanderers,64,"CM, RM"
Stuart Bannigan,Partick Thistle FC,64,"CDM, CM"
Oliver Benitez,Gimnasia y Esgrima La Plata,64,"CB, LB"
Mawouna Amevor,Notts County,64,"RB, CB"
Andre Blake,Philadelphia Union,64,GK
Harold Oshkaly Cummings Segura,Independiente Santa Fe,64,CB
Nuno Miguel Ribeiro da Cruz Jerónimo Sequeira,CD Nacional,64,LB
Moussa Sao,FC Sochaux-Montbéliard,64,RM
Filip Marković,Royal Excel Mouscron,64,"RM, LM, CAM"
Jorge Luis Ramos Sánchez,Uniautónoma FC,64,"ST, LM"
Eric Miller,Montreal Impact,64,"RB, LB"
Alessandro Damen,Excelsior,64,GK
Greg Stewart,Dundee FC,64,"LM, ST, CAM"
Daniel Alberto González,San Martín de San Juan,64,LM
Diego Aguirre Parra,Real Oviedo,64,"LM, LB, LW"
Jesús Imaz Ballesté,UE Llagostera,64,"RM, ST, LM"
William Jebor,SD Ponferradina,64,ST
Rodrigo Javier Noya García,Tiburones Rojos de Veracruz,64,CB
김원균 金源军,FC Seoul,64,"CB, CDM"
Dmitriy Stotskiy,FC Ufa,64,"RM, RB, CM"
Simon Diédhiou,FK Haugesund,64,ST
Robin Lod,Panathinaikos FC,64,"CAM, CM"
Marwan Hussein Hassan Al Ajeeli,Al Khaleej,64,ST
Cléber F. A. P. Almeida Prado,Vitória de Setúbal,64,CB
Alexandre Cardoso Garcia,Vitória de Setúbal,64,CDM
Anthony Wordsworth,Southend United,64,"CM, CAM"
David Worrall,Southend United,64,"RM, LM"
Ján Vlasko,Zagłębie Lubin,64,"CAM, CF"
Scott Wagstaff,Bristol City,64,"RWB, RM, CM"
Bobby Grant,Fleetwood Town,64,"CAM, CF"
Matteo Gentili,Vicenza,64,CB
Oscar Gobern,Doncaster Rovers,64,"CM, CDM"
Enrique González Casín,UD Almería,64,"ST, CAM, LM, RM"
Savvas Gentsoglou,Bari,64,"CM, CDM"
Jonathan Chiedozie Obika,Swindon Town,64,ST
于洋,China PR,64,"CB, RB"
김현성 金贤贤,FC Seoul,64,ST
Yasin Pehlivan,FC Red Bull Salzburg,64,"CDM, CM"
Cedric Evina,Doncaster Rovers,64,"LB, LM"
Nicolò Brighenti,Vicenza,64,"CB, RB"
Marc Vidal,Toulouse Football Club,64,GK
Darryl Westlake,Kilmarnock,64,"RB, LB"
Joan Guillem Truyols Mascaró,RCD Mallorca,64,"CB, RB"
Róger Mauricio Torres Hoya,La Equidad,64,CAM
Alexandre Letellier,Angers SCO,64,GK
Maurice Exslager,1. FC Köln,64,"ST, RM, LM"
Héctor Acosta Quintero,Santos Laguna,64,RB
Max Ehmer,Gillingham,64,CB
Abdelhakim Omrani,Chamois Niortais Football Club,64,CM
Roman Bugaev,Kuban Krasnodar,64,LB
Sergio Rodríguez Hurtado,AD Alcorcón,64,"CAM, CM, RM, LM"
Daneil Cyrus,Chicago Fire,64,"CB, RB"
Alexander Juel Andersen,Aarhus GF,64,"RB, CB"
Armin Čerimagić,Górnik Zabrze,64,LW
Aaron Maund,Real Salt Lake,64,CB
Hussain Abdoh Al Shaian,Al Nassr,64,GK
Anthony Caceres,Central Coast Mariners,64,"CAM, CM"
진성욱 陈成昱,Incheon United FC,64,ST
Basem Al Muntasheri,Al Ittihad,64,CB
Tyler Boyd,Vitória Guimarães,64,"RW, LW, ST"
Martin Thømt Jensen,Sarpsborg 08 FF,64,CB
Hans Francisco Salinas Flores,CD Universidad de Concepción,64,"LB, LW"
Elkin Darío Mosquera Moreno,Jaguares de Córdoba,64,CB
Gerson Sebastian Martínez Arredondo,CD Antofagasta,64,ST
Jean Carlos Blanco Becerra,La Equidad,64,"ST, RM"
Marko Andrés Biskupovic Venturino,Universidad Católica,64,CB
Gonzalo Alfredo Sepúlveda Domínguez,Unión La Calera,64,"CDM, CM"
Emanuel Brítez,Unión de Santa Fe,64,RB
Freek Heerkens,Willem II,64,"RB, CB"
Juan Manuel Delgado Lloria,Heart of Midlothian,64,ST
Ricardo José Villarraga Marchena,Independiente Santa Fe,64,LB
Juan José Mezú Viáfara,Rionegro Águilas,64,CAM
Cristian Luis Fernándes Mejía,Once Caldas,64,ST
Jared Watts,Colorado Rapids,64,"CB, CDM"
Benjamin Bellot,RB Leipzig,64,GK
Emanuel Aguilera,Independiente,64,"CB, CM"
Aykut Çeviker,Akhisar Belediyespor,64,"CDM, CM"
Iñigo Eguaras Álvarez,CD Mirandés,64,CM
Sebastián Zúñiga Fuenzalida,San Luis de Quillota,64,"CAM, CF"
Kasim Adams,RCD Mallorca,64,CB
Ernesto Raúl Álvarez Fleitas,Crucero del Norte,64,ST
John Edison García Zabala,Cúcuta Deportivo,64,CB
José Ignacio San Román Canciani,Club Atlético Huracán,64,"RB, RM"
James O'Shea,Chesterfield,64,"RM, CAM"
Christian Ribeiro,Exeter City,64,"CB, RB"
Anthony Scribe,AC Ajaccio,64,GK
Eric  Ávila,Orlando City SC,64,"RM, RB, LM"
Agon Mehmeti,Malmö FF,64,ST
Thomas Salamon,FK Austria Wien,64,"LM, LB, RM"
David Izazola Ramírez,U.N.A.M.,64,"ST, LW"
Andrea Rispoli,Palermo,64,"RM, RB"
Soufian El Hassnaoui,Heart of Midlothian,64,"CAM, ST, LW"
Sanna Nyassi,San Jose Earthquakes,64,"RM, LM, ST"
Tobias Sana,Malmö FF,64,"LM, RM"
Lalawélé Atakora,Helsingborgs IF,64,"RM, LM"
정준연 郑俊砚,GwangJu FC,64,"CB, RB"
Joe Edwards,Colchester United,64,"CM, CDM"
Adam Barton,Portsmouth,64,CM
Rodolfo Vilchis Cruz,Club Atlas,64,LM
Łukasz Burliga,Wisła Kraków,64,RB
Vagiz Galiulin,FC Ufa,64,"LM, RM"
Ben Zemanski,Portland Timbers,64,"CM, CDM, RM, RB"
Kevin Patrick Dawson,Yeovil Town,64,"RM, CM"
Anton Lans,IF Elfsborg,64,CB
Dionicio Manuel Escalante Moreno,Querétaro,64,"LB, CB"
Florent Ogier,Football Bourg En Bresse Peronnas 01,64,"CB, RB"
Michael Farfán,DC United,64,"CM, LM"
Joackim  Jørgensen,Viking FK,64,"CM, CDM, CB"
Daniel Offenbacher,SK Sturm Graz,64,"CDM, CAM, CM"
Thorsten  Röcher,SV Mattersburg,64,"LM, RM"
Carl Wede,Falkenbergs FF,64,"RM, CM, LM"
Mikel Iribas Aliende,AD Alcorcón,64,"RB, RM, CDM"
Filip Kiss,FK Haugesund,64,"CM, CAM, CDM"
Lukas Rotpuller,FK Austria Wien,64,CB
심원운 沈东云,Pohang Steelers,64,"LM, RM, CAM"
Tony  Cascio,Orlando City SC,64,"LM, CAM"
박수창 朴寿昶,Jeju United FC,64,"ST, CM, LM"
Cordell Cato,San Jose Earthquakes,64,"RM, LB, RB"
김인성 金仁成,Incheon United FC,64,RM
Łukasz Sierpina,Korona Kielce,64,"LM, RM"
Brian Rowe,LA Galaxy,64,GK
이석현 李硕贤,FC Seoul,64,"CAM, CDM, CM"
Lucas Vieira de Souza,CD Tondela,64,"CDM, CM"
Diego Alejandro Novoa Urrego,La Equidad,64,GK
Francisco Pizarro,Unión La Calera,64,"ST, CAM"
Luis Jerez Silva,Godoy Cruz,64,"CB, CDM"
Cristian Lema,Belgrano de Córdoba,64,CB
Agustín Silva,Estudiantes de La Plata,64,GK
Peter Tschernegg,Wolfsberger AC,64,"CDM, CB, CM"
Jaime Miguel Córdoba Taborda,Cortuluá,64,CDM
Hector Omar Ramos Lebron,Al Qadisiyah,64,ST
Ofir Marciano,Royal Excel Mouscron,64,GK
Daniel Lovitz,Toronto FC,64,"LM, LB"
Diego Churín,CD Universidad de Concepción,64,"ST, LW"
Orhan Ovacıklı,Çaykur Rizespor,64,RB
Diego Carlos De Oliveira,FC Ufa,64,"LM, CF, CAM, RM"
Mikel Arguinarena,CD Huachipato,64,CAM
Kévin Renaut,Nîmes Olympique,64,"RB, CB"
Abdulrahman Al Shammari,Al Nassr,64,RB
Fabián Héctor Sambueza,Club Atlético Temperley,64,CAM
Scott Loach,Notts County,64,GK
Kenny Steppe,SV Zulte-Waregem,64,GK
İsmail Konuk,Akhisar Belediyespor,64,CB
Alex Valentini,FC Lugano,64,GK
Moisés Adrián Velasco Herrera,Deportivo Toluca,64,CM
Andreas Landgren,Helsingborgs IF,64,"RB, CDM"
Fredrik Brustad,AIK,64,ST
Serol Demirhan,Mersin İdman Yurdu,64,"LB, LM"
Sebastian Ryall,Sydney FC,64,"RB, CB"
Ángelo Jasiel Balanta,Carlisle United,64,"LM, RM"
Daniel Christensen,Aarhus GF,64,LB
Troy Archibald-Henville,Carlisle United,64,CB
Bogdan Milić,CA Osasuna,64,"ST, CF"
Remi Johansen,Tromsø IL,64,"CM, CDM"
Michal Janota,Górnik Zabrze,64,"CAM, LM"
Jesús Berrocal Campos,SD Ponferradina,64,"ST, CAM"
Zouheir Dhaouadi,Al Wehda,64,"LM, LW"
Aythami Jesús Álvarez González,SD Huesca,64,"RB, LB, CDM"
Eloy Gila Marín,UE Llagostera,64,"LM, ST, CAM, RM"
김동우 金东佑,FC Seoul,64,"CB, RB, LB"
Chris Korb,DC United,64,"RB, LB"
김은선 金殷善,Suwon Samsung Bluewings,64,"CDM, CM, RM, LM"
César Francisco De la Peña Rentería,Tiburones Rojos de Veracruz,64,"CM, RM"
Julius Reinhardt,1. FC Heidenheim 1846,64,"CM, CDM, RM"
Juan Sebastián Velásquez,New York City FC,64,"CAM, CM"
Nathan Júnior Soares de Carvalho,CD Tondela,64,ST
Simon Andreas Larsen,Vålerenga Fotball,64,"CB, RB"
Mohammed Al Qarni,Al Hilal,64,CDM
Mateo Poljak,Newcastle Jets,64,CDM
Alejandro Saúl Chumacero Bracamonte,Bolivia,64,"CM, RM"
Greg Cochrane,Chicago Fire,64,LB
David Alonso Valencia Figueroa,Alianza Petrolera,64,CB
Karim Azamoum,ESTAC Troyes,64,"CAM, LM"
Hugo Cid,Tiburones Rojos de Veracruz,64,CB
Eid Al Farsi,Al Raed,64,CDM
Moslem Freej,Al Khaleej,64,GK
Lee Gregory,Millwall,64,ST
Hugo André Rodrigues Seco,Associação Académica de Coimbra,64,RM
José Edipo Deodato Dos Santos,Clube Sport Marítimo,64,ST
Marcos Daniel Riquelme,CD Palestino,64,ST
Washington Santana da Silva,CD Nacional,64,"CDM, CM"
André Ndamé,Al Faisaly,64,"CDM, CM"
加藤 恒平,Podbeskidzie Bielsko-Biała,64,"CDM, CM"
Josh Wright,Gillingham,64,"CM, CDM"
Leigh Broxham,Melbourne Victory,64,"CDM, CB, RB"
Chris Whelpdale,Stevenage,64,"RM, LM"
Mario Humberto De Luna Saucedo,Puebla FC,64,"CB, RB"
Robin Nilsson,Gefle IF,64,"CDM, CM"
Kévin Diaz,Red Star FC,64,"RM, LM"
Juan Antonio González Fernández,CD Leganés,64,CB
Matthew Jurman,Sydney FC,64,"CB, LB"
Brian Perk,LA Galaxy,64,GK
Franck L'Hostis,Clermont Foot 63,64,GK
Héctor Jiménez,Columbus Crew SC,64,"RB, RM"
Sergey Kislyak,Rubin Kazan,64,"CDM, LB, RB"
Fernando Gabriel Vougado Ribeiro,Al Faisaly,64,"CAM, RM, LM, RW"
Ibrahim Salah Abdel-Fattah,Egypt,64,"CDM, CM"
Khaled Asiri Al Zealaiy,Al Taawoun,64,"RM, CAM, LM"
Luis Sánchez,Tiburones Rojos de Veracruz,64,RM
Neven Markovic,Lechia Gdańsk,64,LB
Chris Klute,Columbus Crew SC,64,"LB, RB"
Osman Sow,Heart of Midlothian,64,"ST, LM, RM"
Michele Cremonesi,Crotone,64,CB
Francisco Dutari,Club Atlético Sarmiento,64,"CB, RB"
任航,China PR,64,"LB, CB"
Juan Pablo Miño,Audax Italiano,64,CDM
Adrián Miguel Scifo,Quilmes Atlético Club,64,RB
Pablo Martín Ruiz,Nueva Chicago,64,CAM
Agustín Díaz,Godoy Cruz,64,CM
Jens van Son,Roda JC Kerkrade,64,"CDM, CB"
Nathan Clarke,Bradford City,64,CB
Espen Hoff,IK Start,64,"RM, ST"
Roman Wallner,SV Grödig,64,ST
Jeffrey Leiwakabessy,NEC Nijmegen,64,LB
Gill Toby Todor Swerts,Notts County,64,"CDM, RB"
Paul  Green,Rotherham United,64,CM
Stephen Pearson,Motherwell,64,"CM, LM"
Neil Alexander,Heart of Midlothian,64,GK
Lee McCulloch,Kilmarnock,64,"CB, CM"
Per Morten Kristiansen,FK Haugesund,64,GK
Archie Thompson,Melbourne Victory,64,"LM, RM, ST"
Barry Robson,Aberdeen,64,"CDM, CM, RM, LM"
Edson Buddle,LA Galaxy,64,ST
David MacKay,St. Johnstone FC,64,RB
Anthar Yahia,Angers SCO,64,CB
Alain Nef,FC Zürich,64,"CB, RB"
David Bellion,Red Star FC,64,"ST, CAM"
Cédric Varrault,Dijon FCO,64,CB
Mika Väyrynen,LA Galaxy,64,CM
Marc Richards,Northampton Town,64,ST
Marcus Tudgay,Coventry City,64,ST
Nick Montgomery,Central Coast Mariners,64,CDM
Benjamin Köhler,1. FC Union Berlin,64,"CM, LM"
Barry Roche,Morecambe,64,GK
Francisco Javier Muñoz Llompart,Gimnàstic de Tarragona,64,"ST, LW, CF, RW"
Arnaud Balijon,Red Star FC,64,GK
Lee Williamson,Blackburn Rovers,64,"CM, CDM"
Keith Southern,Fleetwood Town,64,CDM
Güven Varol,Mersin İdman Yurdu,64,"RM, CM, RB"
김치곤 金致坤,Ulsan Hyundai FC,64,CB
Jeong Hyuk Kwon,GwangJu FC,64,GK
Aurélien Faivre,Football Bourg En Bresse Peronnas 01,64,"CB, LB, RB, CDM"
Todd Dunivant,LA Galaxy,64,LB
James McEveley,Sheffield United,64,"CB, LB"
Daniel Nardiello,Bury,64,ST
Koray Arslan,Antalyaspor,64,"RB, RM"
Maurizio Ciaramitaro,Trapani,64,CM
Juan de Dios Ibarra Corral,Monterrey,64,GK
Miguel Sabah Rodríguez,Club León,64,ST
Ian Ross Evatt,Chesterfield,64,CB
David Clarkson,Motherwell,64,ST
César Amado Lozano Figueroa,Jaguares de Chiapas,64,GK
Ardian Gashi,Odds BK,64,"CM, CDM"
Georgi Peev,Amkar Perm,64,RM
Steffen Ernemann,Sarpsborg 08 FF,64,"CDM, CM, CAM"
Iñigo Calderón Zapatería,Brighton & Hove Albion,64,"RM, RB"
Germano Vailati,FC Basel 1893,64,GK
Enrique Alberto Bologna Gómez,Club Atlético Banfield,64,GK
Juan Leandro Quiroga,Club Olimpo,64,"LB, CB"
Silvio Marcos Dulcich Arias,Quilmes Atlético Club,64,GK
Marcos Agustín Gelabert,San Martín de San Juan,64,CDM
Guillermo Andrés Marino,Atlético de Rafaela,64,CM
Ion Vélez Martínez,CD Mirandés,64,ST
Ricardo León Brito,CD Tenerife,64,"CM, CDM"
Atiba Harris,FC Dallas,64,"RB, RM"
Igor Shevchenko,FC Ufa,64,"ST, CF, RW"
Aleksandr Novikov,FC Ural Yekaterinburg,64,"CB, RB"
Dmitriy Khomich,Amkar Perm,64,GK
Spartak Gogniev,FC Ural Yekaterinburg,64,"ST, LW, RW"
Ruslan Nakhushev,Mordovia Saransk,64,"LB, CB"
Evgeniy Lutsenko,Mordovia Saransk,64,ST
Ivan Cherenchikov,Amkar Perm,64,"CB, RB"
Bartłomiej Konieczny,Podbeskidzie Bielsko-Biała,64,CB
Nicolás Tauber,Nueva Chicago,64,GK
Michael Christensen,IK Start,64,"CB, RB"
Mikkel Beckmann,Hobro IK,64,ST
Kim Christensen,FC København,64,GK
Martijn Monteyne,Roda JC Kerkrade,64,RB
Philipp Netzer,SCR Altach,64,"CDM, CM"
Johannes Aigner,SCR Altach,64,ST
Scott Brown,Aberdeen,64,GK
Mark Yeates,Oldham Athletic,64,"LM, CAM"
Chris Wingert,New York City FC,64,"LB, CB"
Vidar Nisja,Viking FK,64,"CM, CAM, LW"
Paweł Sobolewski,Korona Kielce,64,"RM, CAM, LM"
Krzysztof Pilarz,Cracovia,64,GK
Patrice Bernier,Montreal Impact,64,"CDM, CM"
황지수 黄智秀,Pohang Steelers,64,"CDM, CM"
Stephan Petersen,Aarhus GF,64,RW
Eddy Bosnar,Central Coast Mariners,64,CB
Christian Gratzei,SK Sturm Graz,64,GK
Will Hoskins,Exeter City,64,"ST, LW, RW"
Adebayo Akinfenwa,AFC Wimbledon,64,ST
Richard Wood,Rotherham United,64,CB
Sebastian Nowak,Bruk-Bet Termalica Nieciecza,64,GK
Charles Diers,Angers SCO,64,"RM, CM"
Omar Heber Pouso Osores,Gimnasia y Esgrima La Plata,64,CM
Adam Barrett,Southend United,64,CB
Yohann Rivière,Dijon FCO,64,ST
Richard Socrier,Paris FC,64,ST
Juan Manuel Cobo Gálvez,Club Olimpo,64,CM
Daniel Pavlovic,Frosinone,64,LB
Carlos Heriberto Pinto Rosas,Dorados de Sinaloa,64,"LM, LWB, CM"
Marco Padalino,FC Lugano,64,"RB, RM, RW"
Thiago Xavier Rodrigues Corrêa,ESTAC Troyes,64,CDM
Roberto Antonio Nurse Anguiano,Dorados de Sinaloa,64,ST
Nereo Ariel Fernández,Unión de Santa Fe,64,GK
Luca Pagliarulo,Trapani,64,CB
Julian Jenner,Notts County,64,"LW, RW"
Aboubacar Sylla,Al Khaleej,64,"CDM, CM, CAM"
Scott Cuthbert,Luton Town,64,"RB, CB"
Gabriel Ribas Ródenas,CD Numancia,64,GK
Gonzalo de la Fuente,Albacete BP,64,"CB, LB"
Nathan Doyle,Luton Town,64,CM
Tim Matthys,KV Mechelen,64,"RWB, RM"
José Jonny Magallón Oliva,Club León,64,"RB, CB"
Jamie Young,Brisbane Roar,64,GK
Simeon  Jackson,Barnsley,64,ST
Michal Papadopulos,Zagłębie Lubin,64,ST
Andrea Esposito,Latina,64,"CB, RB"
Jesper Aleksander Mathisen,IK Start,64,CB
Robert Braber,Willem II,64,"CAM, CM"
Rui Miguel Ferreira Neto Sacramento,FC Arouca,64,GK
Grzegorz Bonin,Górnik Łęczna,64,RM
Gary Dicker,Carlisle United,64,"CM, CDM, RM"
Jason Demetriou,Walsall,64,"RB, RM"
Josh Lillis,Rochdale,64,GK
Nicky Adams,Northampton Town,64,"RM, CM"
Darius Charles,Burton Albion,64,"CB, LB, ST"
Jamie Hamill,Kilmarnock,64,"CM, RB"
Habib Mohamed Bellaïd,Sarpsborg 08 FF,64,CB
Patrick Bürger,SV Mattersburg,64,ST
Diego Nicolás Guastavino Bentancour,CD Universidad de Concepción,64,CAM
Martin Ehrenreich,SK Sturm Graz,64,RB
Jean-Louis Akpa Akpro,Shrewsbury,64,"ST, RM"
Mikael Dahlberg,Helsingborgs IF,64,ST
Alan Sheehan,Bradford City,64,"LB, CB"
Theódór Elmar Bjarnason,Aarhus GF,64,"LM, CM"
Gary Irvine,Dundee FC,64,"LB, RB"
Raffaele De Vita,Ross County FC,64,"LM, RM"
Calum Woods,Preston North End,64,"RB, LB, RWB"
Lawrie Wilson,Bolton Wanderers,64,"RB, RM"
Kostyantyn Yaroshenko,FC Ural Yekaterinburg,64,"CAM, LM"
Rory McArdle,Bradford City,64,CB
Daniel Jones,Chesterfield,64,LB
Dany N'Guessan,Doncaster Rovers,64,"ST, LM"
Dennis Grote,MSV Duisburg,64,"LM, LW"
Raúl Enríquez Arámbula,Dorados de Sinaloa,64,ST
Juan José Expósito Ruíz,UE Llagostera,64,"ST, CF"
Vilmos Vanczák,FC Sion,64,"CB, RB"
Baptiste Ulens,KV Kortrijk,64,"LB, LM"
Morgaro Gomis,Heart of Midlothian,64,"CM, CDM"
Anders Wikström,Gefle IF,64,CB
Mariusz Magiera,Górnik Zabrze,64,"CB, LB"
Tam Scobbie,St. Johnstone FC,64,"CB, LB"
Artem Fidler,FC Ural Yekaterinburg,64,CDM
Hans Julius Eriksen Norbye,Tromsø IL,64,RB
Marc Burch,Colorado Rapids,64,LB
Jacob Peterson,Sporting Kansas City,64,"RW, LW"
Tyson Wahl,Columbus Crew SC,64,CB
Mehdi Ballouchy,New York City FC,64,"RM, CM"
김동찬 Dong Chan Kim,Jeonbuk Hyundai Motors,64,"CF, CAM, ST"
배기종 裴文钟,Jeju United FC,64,"CAM, RW, LW, RM"
Julien Toudic,AC Ajaccio,64,ST
Walter Fabián Assmann,Quilmes Atlético Club,64,GK
Antony Robic,AS Nancy Lorraine,64,"RW, LW, RM"
Andrew Williams,Doncaster Rovers,64,ST
Filipe Morais,Bradford City,64,"RM, LM, CAM"
Larsen Touré,Ipswich Town,64,"RM, ST, RW"
