Name,club,overall,player_positions
Philip Zinckernagel,FK Bodø/Glimt,67,RW
Uche Ikpeazu,Heart of Midlothian,67,ST
Bryan Alfonso Vejar Utreras,CD Palestino,67,"LB, LM"
Paweł Jaroszyński,US Salernitana 1919,67,"LB, LM"
Oumar Diakhité,Sepsi OSK,67,CB
Sam Adekugbe,Vålerenga Fotball,67,LB
Edgar Babayan,Hobro IK,67,"LM, ST"
Brandon Borrello,SC Freiburg,67,"RM, LM"
Fred Onyedinma,Wycombe Wanderers,67,"RM, LM, ST"
Keziah Veendorp,FC Emmen,67,CB
Luca Zander,FC St. Pauli,67,RB
Ronan David Jeronimo,Rio Ave FC,67,ST
Aslak Fonn Witry,Djurgårdens IF,67,RB
Xavier Mous,PEC Zwolle,67,GK
Walmer Pacheco Mejía,La Equidad,67,"RB, RM"
Lukas Boeder,MSV Duisburg,67,"RB, CB"
Marko Kvasina,SV Mattersburg,67,"ST, CAM"
Franz Brorsson,Malmö FF,67,CB
Max Christiansen,SV Waldhof Mannheim,67,"CDM, CM"
José Santiago Rosales,Patronato,67,"LM, RM, RW"
张玉宁,Beijing Sinobo Guoan FC,67,ST
Mamadou Thiam,Barnsley,67,"LM, ST"
Alexandre Costa Silva,West Ham United,67,"RM, LM"
Rodrigo Holgado,Audax Italiano,67,ST
Cameron Borthwick-Jackson,Manchester United,67,LB
Luca Vignali,Spezia,67,"RB, CM"
Leon Guwara,FC Utrecht,67,LB
Alexandru Ioniță,Universitatea Craiova,67,"CAM, RW"
Louis Samson,FC Erzgebirge Aue,67,"CDM, CB"
Karlo Bartolec,FC København,67,"RB, RM"
Aaron Seydel,1. FSV Mainz 05,67,"ST, LM"
三浦 弦太,Gamba Osaka,67,"CB, RB"
Florian Pick,1. FC Kaiserslautern,67,"LM, LW"
Ajdin Hrustić,FC Groningen,67,"RM, CM, LM"
Aldo Misael Arellano Miranda,Querétaro,67,"CDM, CM"
Sean Raggett,Portsmouth,67,CB
Lion Schweers,FC Würzburger Kickers,67,CB
Moritz Heyer,VfL Osnabrück,67,"CB, CDM"
Björn Rother,1. FC Magdeburg,67,"CDM, CB, RB"
Jure Balkovec,Empoli,67,LB
Florian Flecker,1. FC Union Berlin,67,"RM, RW, LW"
Tiago Augusto Oliveira Castro,Vitória de Setúbal,67,"CM, RW"
Bryan Henning,VfL Osnabrück,67,"CDM, CM"
Jonathan Levi,IF Elfsborg,67,"RW, RM"
Merveille Biankadi,1. FC Heidenheim 1846,67,"LM, CM, LW"
Aleš Matějů,Brescia,67,"RB, LB"
Djihad Bizimana,Waasland-Beveren,67,"CM, CDM"
Tobias Mohr,SpVgg Greuther Fürth,67,"LM, LB"
Daniel-Kofi Kyereh,SV Wehen Wiesbaden,67,"ST, RM"
Oleksandr Andrievskyi,Dynamo Kyiv,67,"CDM, CM, LM"
Matteo Di Gennaro,Livorno,67,CB
Luis Haquin,Puebla FC,67,CB
Lebohang Maboe,South Africa,67,"LW, RW, CF"
Stefan Milošević,Waasland-Beveren,67,ST
Gerson Rodrigues Gouveia,Dynamo Kyiv,67,"RW, ST"
Luiz Henrique Bezerra Santos,Moreirense FC,67,"CAM, CM"
George Long,Hull City,67,GK
Alexander Ludwig,AC Horsens,67,CB
Paul Izzo,Adelaide United,67,GK
Lasse Vigen,Brøndby IF,67,"CM, CDM"
Pelly-Ruddock Mpanzu,Luton Town,67,CM
Simon Sandberg,Hammarby IF,67,"RB, CB"
Connor Chapman,Western United FC,67,"CDM, CM, CB"
Cayetano Quintana Hernández,Cádiz CF,67,ST
Ryan Colclough,Scunthorpe United,67,"LM, RM"
Osayamen Osawe,KFC Uerdingen 05,67,"ST, RM"
Sascha Horvath,SG Dynamo Dresden,67,"RM, CAM, CF"
Luca Crecco,Pescara,67,"CM, LM"
Jefersson Justino Martínez Valverde,Millonarios FC,67,GK
Camilo Bryan Rodríguez Pedraza,CD Everton de Viña del Mar,67,RB
Dario Esteban Melo Pulgar,Colo-Colo,67,GK
Gerardo Navarrete,Coquimbo Unido,67,"CAM, CM"
Luis Cárdenas,Monterrey,67,GK
Filippo De Col,Spezia,67,RB
Cristian Alejandro Cuevas Jara,CD Huachipato,67,"LB, LWB"
Sam Nicholson,Colorado Rapids,67,"LM, ST"
Rubén Yáñez Alabart,Getafe CF,67,GK
Lorenzo Valerio Rosseti,Ascoli,67,ST
Modou Diagne,Sporting de Charleroi,67,CB
Edoardo Lancini,Brescia,67,CB
Federico Palacios Martínez,1. FC Nürnberg,67,"ST, CAM"
Maxime Spano-Rahou,Valenciennes FC,67,CB
Israel Elías Poblete Zúñiga,CD Cobresal,67,CAM
Ezequiel Augusto Bonifacio,Unión de Santa Fe,67,"RB, RWB, RM"
Jessy Benet,Grenoble Foot 38,67,"CM, RW"
Mohammed Marzouq Al Kuwaykibi,Ettifaq FC,67,"RM, LM"
Giovanni Di Noia,Chievo Verona,67,CM
Daniele Liotti,Pisa,67,"LB, LM, CB"
Carlos Nieto Herrero,Real Zaragoza,67,LB
Mads Døhr Thychosen,FC Nordsjælland,67,RB
Lorenzo Gonnelli,Livorno,67,CB
Quentin Lecoeuche,FC Lorient,67,"LB, LM"
Sergio Akieme Rodríguez,Rayo Vallecano,67,LB
Clément Depres,Nîmes Olympique,67,ST
Halil İbrahim Pehlivan,Gençlerbirliği SK,67,LB
Stijn Spierings,RKC Waalwijk,67,"CM, CAM"
Thomas Deng,Melbourne Victory,67,"CB, RB"
Jose Carlos Bizama Venegas,Houston Dynamo,67,"RB, CB"
Kelvin Osorio,Patriotas Boyacá FC,67,CM
Jarosław Niezgoda,Legia Warszawa,67,ST
川邉 骏,Sanfrecce Hiroshima,67,"CM, RM"
Django Warmerdam,FC Groningen,67,"LM, LB"
Jordy Bruijn,SC Heerenveen,67,"CAM, LW"
Răzvan Ștefan Popa,Gaz Metan Mediaş,67,CB
Daniel Lasure Briz,Real Zaragoza,67,LB
Daouda Karamoko Bamba,SK Brann,67,ST
邓涵文,Guangzhou Evergrande Taobao FC,67,"RB, LB"
Lalas Abubakar,Colorado Rapids,67,CB
Éric Curbelo de la Fe,UD Las Palmas,67,"RB, CB"
奥奈 武,Oita Trinita,67,"ST, CF"
Cristian Colmán,FC Dallas,67,ST
André Alexandre Antunes Pedrosa,Vitória de Setúbal,67,CDM
Rico Preißinger,1. FC Magdeburg,67,"CDM, LM"
Valeriane Gvilia,Legia Warszawa,67,"CAM, CM"
Mohammed Adams,Atlanta United,67,"CDM, CM"
Juan Diego Molina Martínez,AD Alcorcón,67,"ST, CAM"
Umut Meraş,Le Havre AC,67,LB
Xavier Arreaga,Seattle Sounders FC,67,CB
Vukan Savićević,Wisła Kraków,67,"CM, CDM"
Jérémy Mellot,En Avant de Guingamp,67,"RB, RWB"
Rômulo da Silva Machado,Portimonense SC,67,"CDM, CM"
高木 大輔,Gamba Osaka,67,"LW, RW"
Mark Gillespie,Motherwell,67,GK
Jake Forster-Caskey,Charlton Athletic,67,"CM, CDM"
Louis Bostyn,SV Zulte-Waregem,67,GK
Piotr Parzyszek,Piast Gliwice,67,ST
Curtis Edwards,Djurgårdens IF,67,CM
Abdulyussuf Adedeji Adeniyi Oshilaja,Charlton Athletic,67,"CB, RB"
Thomas Grøgaard,SK Brann,67,"LB, CM"
Andreas Leitner,FC Admira Wacker Mödling,67,GK
Jack  Baldwin,Sunderland,67,CB
Davide Marsura,Livorno,67,"ST, RW, CF"
Alan Omar Mendoza López,U.N.A.M.,67,LB
Bruno Felipe de Abreu Barbosa,CD Aves,67,LB
Bright Edomwonyi,FK Austria Wien,67,ST
Andrés Tomás Prieto Albert,RCD Espanyol,67,GK
Simone Pasa,Pordenone,67,"CM, CB, CDM"
Adam Deja,Arka Gdynia,67,"CDM, CM"
Ronwen Williams,South Africa,67,GK
Luis Alberto Cabrera Figueroa,Audax Italiano,67,"CDM, CM"
Joost van Aken,VfL Osnabrück,67,CB
Tuur Dierckx,Waasland-Beveren,67,"RW, LW"
Cédric Hountondji,Clermont Foot 63,67,CB
Patryk Lipski,Lechia Gdańsk,67,"CAM, CM"
Joaquim Claude Gonçalves Araújo,Gil Vicente FC,67,"CDM, RB, CM"
Patrick Ciurria,Pordenone,67,"CAM, LM, RM"
Joan Campins Vidal,Royal Excel Mouscron,67,"RB, RM, RWB"
Moisés Delgado López,Racing Santander,67,"LB, LM"
Bill Tuiloma,Portland Timbers,67,"CB, CDM, RB"
Leonel López,Club América,67,CM
Fausto Grillo,Göztepe SK,67,"CB, LB"
Mikey Devlin,Aberdeen,67,CB
Andy Polo,Portland Timbers,67,"RM, CM, LM"
Marco Pinato,Pisa,67,"CM, LM"
Alexander Bono,Toronto FC,67,GK
Marko Poletanović,Jagiellonia Białystok,67,"CDM, CAM"
안현범 安铉范,Jeju United FC,67,RM
Franck-Yves Bambock,Clube Sport Marítimo,67,CDM
Stefan Marinović,Wellington Phoenix,67,GK
Sultan Abdullah Al Ghannam,Al Nassr,67,RB
구성윤 具圣润,Hokkaido Consadole Sapporo,67,GK
Gabriele Rolando,Sampdoria,67,"RM, LM, LB"
Jesper Nyholm,AIK,67,CB
Zoran Arsenić,Jagiellonia Białystok,67,"CB, RB"
Tobias Müller,1. FC Magdeburg,67,CB
Jean-Claude Billong,US Salernitana 1919,67,CB
Frantzdy Pierrot,Royal Excel Mouscron,67,ST
Leandro Vilela Sales Teixeira,Vitória de Setúbal,67,CDM
Pablo Trigueros Estrada,SD Ponferradina,67,CB
Tom Flanagan,Sunderland,67,CB
Jayden Stockley,Preston North End,67,ST
Luc Castaignos,Gyeongnam FC,67,ST
Kristoffer Barmen,SK Brann,67,CM
Jonas Knudsen,Malmö FF,67,"CB, LWB"
Marvin Potzmann,SK Rapid Wien,67,"LB, RB, LM"
John Lundstram,Sheffield United,67,CM
George Moncur,Luton Town,67,"CM, CAM, LM"
Massadio Haïdara,Racing Club de Lens,67,LB
Chukwuemeka Ademola Amachi Aneke,Charlton Athletic,67,"ST, CAM"
Václav Hladký,St. Mirren,67,GK
李可,Beijing Sinobo Guoan FC,67,"CM, CDM, RB"
Rob Hall,Oxford United,67,"RM, LM"
Rory  McKenzie,Kilmarnock,67,"RM, LW, CAM"
Shawn Parker,SpVgg Greuther Fürth,67,"ST, RM"
Dylan McGeouch,Sunderland,67,"CM, CDM"
Lukáš Zima,Livorno,67,GK
Marco Chiosa,Virtus Entella,67,CB
Ryan Meara,New York Red Bulls,67,GK
Maxim Belyaev,Russia,67,CB
Robin Pröpper,Heracles Almelo,67,CB
Kolja Pusch,1. FC Heidenheim 1846,67,"CAM, ST, CM"
Frederik Holst,IF Elfsborg,67,RB
Luis Valcarce Vidal,SD Ponferradina,67,LB
Leonardo Bertone,FC Cincinnati,67,"CM, CDM"
El-Hadji Ba,Racing Club de Lens,67,"CDM, CM"
Jefferson Nogueira Junior,Gazişehir Gaziantep F.K.,67,"CM, CDM, RB"
Sam Lundholm,IK Sirius,67,"RM, RW, LM"
Lucas Alves de Araujo,FC Luzern,67,CB
Nicolai Poulsen,Aarhus GF,67,CM
Carlos Julio Robles Rocha,Deportes Tolima,67,"CDM, CM"
Juan Pablo Zuluaga Estrada,América de Cali,67,RB
Nicolás Palacios Vidal,Independiente Medellín,67,"CDM, CM, CB"
Sebastián Moyano,Unión de Santa Fe,67,GK
Lucas Melano,Atlético Tucumán,67,"ST, RM, LM"
Duncan Watmore,Sunderland,67,"RM, LM, ST"
Sebastian Mrowca,SV Wehen Wiesbaden,67,"CDM, CB, RB"
Raphael da Silva Arruda,Al Faisaly,67,CB
Mario Pavelic,Sarpsborg 08 FF,67,"RB, RM"
Diego Mendoza,Club Atlético Huracán,67,ST
Abdulmajeed Al Sulayhim,Al Shabab,67,"CM, CDM"
Estéfano Arango González,Alianza Petrolera,67,"RM, LM"
Joris Kayembe,FC Nantes,67,"LW, RW"
Pablo Pérez Rodríguez,Real Sporting de Gijón,67,"CAM, RM, ST"
Javier Alván Salas Salazar,Cruz Azul,67,"CM, CDM"
Abdoul Ba,AJ Auxerre,67,CB
Maximilian Dittgen,SV Wehen Wiesbaden,67,"LM, LB"
Adrián Arregui,Independiente Medellín,67,"CDM, CM"
Fatai Alashe,FC Cincinnati,67,"CB, CM"
Matt Polster,Rangers FC,67,"RB, CDM"
Róbert Mazáň,CD Tenerife,67,LB
Aboubakary Kanté,KSV Cercle Brugge,67,"LW, ST"
Branislav Niňaj,Fortuna Sittard,67,CB
Christian Alejandro Tabó Hornos,Puebla FC,67,LM
Vladimir Rodić,Hammarby IF,67,"RM, LM"
Simone Rapp,FC Thun,67,ST
Matej Pučko,Korona Kielce,67,"RM, LM"
原川 力,Sagan Tosu,67,CM
福森 晃斗,Hokkaido Consadole Sapporo,67,"CB, LB, CM"
Nazareno Damián Solís,Club Atlético Aldosivi,67,"LM, LW"
Victorio Gabriel Ramis,Argentinos Juniors,67,"RM, ST, LM"
José Manuel Aja Livchich,Unión Española,67,CB
Manuel Cabit,FC Metz,67,LB
Joaquín Noy,FC Juárez,67,CDM
Marwane Saadane,Al Fateh,67,"CB, CDM"
Spencer Richey,FC Cincinnati,67,GK
Filip Rogic,Örebro SK,67,"CM, LW, LWB"
シュミット・ダニエル,Sint-Truidense VV,67,GK
Brayner Jesús De Alba Castro,La Equidad,67,CAM
Tobias Schwede,SC Paderborn 07,67,"LM, LW, RW"
Halil Akbunar,Göztepe SK,67,"RM, LM"
Franco Bechtholdt,Curicó Unido,67,"CB, CDM"
Santy Ngom,FC Nantes,67,"ST, RW"
Tomáš Hájek,Vitesse,67,CB
Luis Del Pino,CD Palestino,67,"CB, LB"
Patricio Álvarez,Peru,67,GK
Fortune Makaringe,Orlando Pirates,67,"CAM, CM, RW"
Carlos Bravo Expósito,SD Ponferradina,67,"CAM, RM, LM"
Marco Rosafio,Cittadella,67,"RW, LW, CAM"
Zakaria Naidji,Gil Vicente FC,67,ST
Rubén Lobato Cabal,SD Eibar,67,LB
Simen Søraunet Wangberg,Tromsø IL,67,CB
Dylan Gissi,Atlético Tucumán,67,"CB, RB"
Paul Downing,Portsmouth,67,CB
Tim Coremans,Sparta Rotterdam,67,GK
Joe Shaughnessy,Southend United,67,CB
Nicolai Larsen,FC Nordsjælland,67,GK
Jason Lowe,Bolton Wanderers,67,"CDM, CM, RB"
Jonson Clarke-Harris,Bristol Rovers,67,ST
Patrick McEleney,Dundalk,67,CAM
Noë Dussenne,Standard de Liège,67,CB
Russell Teibert,Vancouver Whitecaps FC,67,"CM, CDM"
Jens Jønsson,Atiker Konyaspor,67,"CDM, CB"
Grant Hall,Queens Park Rangers,67,CB
Korbinian Vollmann,FC Hansa Rostock,67,"LM, CAM"
Cristiano Pereira Figueiredo,FC Hermannstadt,67,GK
Michael Ihiekwe,Rotherham United,67,CB
Moreno Rutten,Crotone,67,"RB, CDM"
Philipp Hofmann,Karlsruher SC,67,ST
Amos Youga,Le Havre AC,67,CDM
Hadi Sacko,Denizlispor,67,"RM, RW"
Florian Tardieu,ESTAC Troyes,67,"CDM, CM"
Yroundu Musavu-King,Le Mans FC,67,CB
Declan Gallagher,Motherwell,67,"CB, RB"
Renato Augusto Santos Júnior,Shimizu S-Pulse,67,"CDM, CM"
Bruno Godeau,Royal Excel Mouscron,67,"CB, LB"
Krzysztof Kamiński,Júbilo Iwata,67,GK
Thomas Ebner,FK Austria Wien,67,"CDM, CM, LB"
Günay Güvenç,Gazişehir Gaziantep F.K.,67,GK
Sebastián Rincón Lucumí,Club Atlético Aldosivi,67,"RM, RW"
Francesco Forte,Waasland-Beveren,67,ST
Víctor Hugo Soto Azcárate,Deportes Tolima,67,GK
Emmanuel Boateng,DC United,67,"LM, RM"
Pieros Sotiriou,FC København,67,ST
Alex Castro,Deportes Tolima,67,"LM, LW"
Mario Engels,SV Sandhausen,67,"ST, RM, LM"
Mohamed Rayhi,Sparta Rotterdam,67,"LM, CAM"
Nick Besler,Real Salt Lake,67,"CB, CM"
Dario Melnjak,Çaykur Rizespor,67,LB
Patrick Friday Eze,Atiker Konyaspor,67,ST
Bryan Smeets,Sparta Rotterdam,67,"CM, CAM"
Arthur Desmas,Rodez Aveyron Football,67,GK
山中 亮輔,Urawa Red Diamonds,67,"LB, LM, CM"
Samba Camara,Le Havre AC,67,"CB, LB"
Adi Mehremić,CD Aves,67,CB
Renê Ferreira dos Santos,Clube Sport Marítimo,67,"CDM, CB"
Ousseynou Thioune,FC Sochaux-Montbéliard,67,"CM, CDM"
Jonatan Tollås Nation,Vålerenga Fotball,67,CB
Matthieu Dreyer,Amiens SC,67,GK
Laurens De Bock,Leeds United,67,"LB, LM"
Michael Smith,Rotherham United,67,ST
Tom Aldred,Brisbane Roar,67,CB
Rémi Pillot,La Berrichonne de Châteauroux,67,GK
Gerrit Nauber,SV Sandhausen,67,CB
Chris Shields,Dundalk,67,"CDM, CM"
Torgeir Børven,Odds BK,67,ST
Matej Delač,AC Horsens,67,GK
Jacques Zoua Daogari,Cameroon,67,ST
Stefano Pettinari,Lecce,67,ST
Ramzi Aya,Pisa,67,CB
Jens Cools,KAS Eupen,67,"CDM, CM"
Santiago Alejandro Gallucci Otero,Central Córdoba,67,"CDM, CM"
Thilo Leugers,SV Meppen,67,"CDM, CM"
Nick Marsman,Feyenoord,67,GK
Mathieu Deplagne,FC Cincinnati,67,"RB, LB"
Ryan Johnson Laursen,Odense Boldklub,67,RWB
Jon Flanagan,Rangers FC,67,"LB, RB"
Eriq  Zavaleta,Toronto FC,67,CB
Kristoffer  Løkberg,Viking FK,67,CM
Weverson Leandro Oliveira Moura,Kashima Antlers,67,"LM, RM"
Phillipp Steinhart,TSV 1860 München,67,"LB, LM"
Ivan Lanni,Ascoli,67,GK
Gwion Edwards,Ipswich Town,67,"RW, RM"
Achraf Lazaar,Newcastle United,67,"LB, LM"
Álvaro Juan Cruz Armada,Elche CF,67,"LB, LM"
Cándido Ramírez,Monarcas Morelia,67,LM
David Fällman,Hammarby IF,67,CB
Tom Pettersson,Östersunds FK,67,CB
Fawaz Al Qarni,Al Ittihad,67,GK
Peter van Ooijen,VVV-Venlo,67,"CAM, RW, CM"
Martin Boyle,Hibernian,67,"RM, RWB, ST"
Marc Endres,SpVgg Unterhaching,67,CB
Ulrich Taffertshofer,VfL Osnabrück,67,"CDM, CM, CB"
Ray Andrés Vanegas Zúñiga,Deportivo Pasto,67,"LM, ST"
Matías Catalán,Atlético de San Luis,67,RB
Yann Boé-Kane,Le Mans FC,67,"CDM, CB"
Conor Washington,Heart of Midlothian,67,ST
Sylvain Gbohouo,Côte d'Ivoire,67,GK
Diego Torres,Audax Italiano,67,"LWB, LB"
Sebastián Coris Cardeñosa,Girona FC,67,"RM, RWB"
송승민 宋晟敏,Sangju Sangmu FC,67,"ST, RW, CAM"
Ben Sweat,New York City FC,67,LB
Juan Carlos Pereira,Unión Magdalena,67,"RM, CM"
Paul Gladon,Willem II,67,ST
Tayfur Bingöl,Alanyaspor,67,"RM, LM, RB"
Arley José Rodríguez Henry,Envigado FC,67,"RM, ST"
Marvin Ajani,SV Wehen Wiesbaden,67,"RM, LM, RB"
Luís Miguel Vieira Babo Machado,Moreirense FC,67,"LW, RW"
Álvaro Traver Navarrete,Real Sporting de Gijón,67,"RM, LM"
Mihai Roman,Universitatea Craiova,67,ST
Borja Domínguez Domínguez,CD Lugo,67,"CM, CDM"
中野 嘉大,Hokkaido Consadole Sapporo,67,"LM, RM, CF"
Mario Kvesić,1. FC Magdeburg,67,"CAM, CF"
Antonio Mlinar Delamea,New England Revolution,67,CB
Faith Friday Obilor,HJK Helsinki,67,CB
Manuel Farrona Pulido,VfL Osnabrück,67,"LM, RM"
Philani Zulu,Kaizer Chiefs,67,"LM, LB, LW"
Florian Valot,New York Red Bulls,67,"RM, CAM"
Marcos Miers,Club Atlético Aldosivi,67,"CB, LB"
Moustapha Zeghba,Al Wehda,67,GK
Stefan Daisuke Ishizaki,IF Elfsborg,67,"CM, CAM"
Mijat Marić,FC Lugano,67,CB
Lee Camp,Birmingham City,67,GK
Christian Grindheim,FK Haugesund,67,"CAM, CM"
Marco Wölfli,BSC Young Boys,67,GK
Damien Perquis,Valenciennes FC,67,GK
Ian Henderson,Rochdale,67,"ST, CAM"
Abdullah Durak,Çaykur Rizespor,67,CDM
Ricardo  Clark,Columbus Crew SC,67,"CDM, CM"
Jürgen Gjasula,1. FC Magdeburg,67,"CM, CB"
Billy Jones,Rotherham United,67,RB
Dean Gerken,Colchester United,67,GK
Jake Buxton,Burton Albion,67,CB
Ross Wallace,Fleetwood Town,67,"CM, RM"
Fabián Alberto Cubero,Vélez Sarsfield,67,"CB, RB"
Enrique Alberto Bologna Gómez,River Plate,67,GK
Ferhat Öztorun,Atiker Konyaspor,67,LB
Serdar Özkan,Antalyaspor,67,"LM, RM"
Juan de Dios Prados López,Perth Glory,67,"CDM, CM"
David Barral Torres,Racing Santander,67,ST
Iñaki Astiz Ventura,Legia Warszawa,67,CB
Andrei Cristea,Politehnica Iaşi,67,ST
Daryl Murphy,Nottingham Forest,67,ST
Markus Halsti,Esbjerg fB,67,CB
James Coppinger,Doncaster Rovers,67,"CAM, LW"
Philipp Netzer,SCR Altach,67,CB
Jone Samuelsen,Odds BK,67,CM
Felipe  Patavino Saad,Paris FC,67,CB
Steven De Petter,Sint-Truidense VV,67,"CB, CDM, CM"
Scott  McDonald,Western United FC,67,ST
Richard Wood,Rotherham United,67,CB
Pablo Sebastián  Valeira Álvarez,Arsenal de Sarandí,67,"LB, RB"
Felice Evacuo,Trapani,67,ST
Gianni Munari,Parma,67,CM
Carlos Gerardo Rodríguez Serrano,Puebla FC,67,LB
Erwin Hoffer,FC Admira Wacker Mödling,67,"ST, CF, RW"
Abraham González Casanova,Tiburones Rojos de Veracruz,67,"CDM, CM"
Luca Pagliarulo,Trapani,67,CB
Radosław Cierzniak,Legia Warszawa,67,GK
Liam Ridgewell,Southend United,67,CB
Michael Jakobsen,Adelaide United,67,CB
Scott Cuthbert,Stevenage,67,CB
Russell Martin,Milton Keynes Dons,67,CB
Gabriel Ribas Ródenas,CF Fuenlabrada,67,GK
James Vaughan,Bradford City,67,ST
Michele Troiano,Ascoli,67,CM
Themistoklis Tzimopoulos,Korona Kielce,67,CB
Chris Maguire,Sunderland,67,"LM, RM, ST"
Ivan Bandalovski,Bulgaria,67,"RB, CB"
Jarosław Fojut,Wisła Płock,67,CB
Marvin Compper,MSV Duisburg,67,CB
Federico Piovaccari,Rayo Vallecano,67,ST
Jonathan Parr,Strømsgodset IF,67,LB
Sebastian Schuppan,FC Würzburger Kickers,67,"CB, LB"
Alan Lithgow,Livingston FC,67,CB
Simone Aresti,Cagliari,67,GK
Romano Perticone,US Salernitana 1919,67,"CB, LB"
Michael Lumb,AC Horsens,67,LB
Brett Pitman,Portsmouth,67,"ST, CAM"
Rodrigo López Alvarez,Tiburones Rojos de Veracruz,67,CM
今野 泰幸,Júbilo Iwata,67,"CDM, CM, CB"
Kyle John McFadzean,Coventry City,67,CB
Stephen Quinn,Burton Albion,67,"CDM, CM"
Neal  Eardley,Lincoln City,67,RB
Sam Baldock,Reading,67,ST
Lucas Akins,Burton Albion,67,"ST, RB, RM"
Simon Eastwood,Oxford United,67,GK
John Mousinho,Oxford United,67,"CDM, CB"
David Arturo Ferreira Rico,Unión Magdalena,67,CAM
Cristian Eduardo Canío Manosalva,Coquimbo Unido,67,"CAM, CF, ST"
Robert Strauß,1. FC Heidenheim 1846,67,RB
Dean Furman,South Africa,67,"CM, CDM"
Gary Roberts,Wigan Athletic,67,"CAM, LM"
Stephan Fürstner,Eintracht Braunschweig,67,"CDM, CM"
Moreno Costanzo,FC St. Gallen,67,"CM, CAM, ST"
Luigi Alberto Scaglia,Parma,67,"LB, RW, CM"
Simon Pontdemé,FC Chambly Oise,67,GK
Kees Luijckx,SønderjyskE,67,CB
Antonio Piccolo,US Cremonese,67,"CF, CAM, RW"
Scott Jamieson,Melbourne City FC,67,LB
Amin Nouri,Vålerenga Fotball,67,RB
José Joaquín Martínez Valadez,Monarcas Morelia,67,RB
Iriome González González,CD Lugo,67,"RM, RW, RB"
Leigh Broxham,Melbourne Victory,67,"CB, LB, CDM"
Nordin Gerzić,Örebro SK,67,"CM, CDM"
Pierre Bengtsson,FC København,67,LB
Andreas Landgren,Helsingborgs IF,67,"CDM, CB"
François Bellugou,AJ Auxerre,67,"CB, CDM"
秦升,Dalian YiFang FC,67,"CDM, CB"
郑龙,Dalian YiFang FC,67,"LW, LM"
Erling Knudtzon,Molde FK,67,"LM, RM"
Jamie Jones,Wigan Athletic,67,GK
程月磊,Guangzhou R&F FC,67,GK
Kieran Agard,Milton Keynes Dons,67,"ST, RW"
Krystian Pearce,Mansfield Town,67,CB
Muhamed Keita,Strømsgodset IF,67,"LM, LW, CAM"
Tom Elliott,Millwall,67,ST
Sébastien Wüthrich,Servette FC,67,"CAM, LM"
Konstantin Engel,VfL Osnabrück,67,"LB, RB, CB"
Lukas Königshofer,KFC Uerdingen 05,67,GK
Mario Humberto De Luna Saucedo,Atlético de San Luis,67,CB
Joachim Thomassen,Sarpsborg 08 FF,67,LB
Jan-Philipp Kalla,FC St. Pauli,67,"RB, LB, RM"
Luke Daniels,Brentford,67,GK
Chris Martin,Derby County,67,ST
Mario Daniel Vega,San Jose Earthquakes,67,GK
Assani Lukimya-Mulongoti,KFC Uerdingen 05,67,CB
Tommy Høiland,Viking FK,67,ST
Ched Evans,Fleetwood Town,67,ST
Luciano Fabián Monzón,Atlético Tucumán,67,"LB, LM"
Shea Salinas,San Jose Earthquakes,67,"LM, LB"
顾操,Henan Jianye FC,67,CB
Israel Sabdi Jiménez Nañez,FC Juárez,67,RB
Eduardo da Silva Nascimento Neto,Nagoya Grampus,67,"CDM, CM"
George Ulises Corral Ang,Querétaro,67,RB
Emir Kujović,Djurgårdens IF,67,ST
Michal Peškovič,Cracovia,67,GK
Abdoul Karim Yoda,Racing Santander,67,"RM, ST"
Ole Kittner,SC Preußen Münster,67,CB
Marcin Pietrowski,Piast Gliwice,67,RB
Atdhe Nuhiu,Sheffield Wednesday,67,ST
Francisco José Sandaza Asensio,AD Alcorcón,67,ST
Robin Söder,IFK Göteborg,67,"ST, CAM"
Matteo Bruscagin,Venezia FC,67,"CB, RB, LB"
Zdeněk Ondrášek,FC Dallas,67,ST
Francesco Di Tacchio,US Salernitana 1919,67,"CM, CDM"
Craig Noone,Melbourne City FC,67,"RM, LM"
Lamine Gassama,Göztepe SK,67,RB
Korcan Çelikay,MKE Ankaragücü,67,GK
Hugo Fraile Martín,CF Fuenlabrada,67,"RM, LM, ST"
Michał Janota,Al Fateh,67,"CAM, LM"
Adaílton dos Santos da Silva,Júbilo Iwata,67,"ST, LM, CF"
Nicolás Martín Gorobsov,FC Voluntari,67,"CAM, CM, CDM"
Chris Pontius,LA Galaxy,67,"RM, LM"
Elio Castro Guadarrama,FC Juárez,67,CB
Robert Lundström,AIK,67,"RWB, RB"
仓田 秋,Gamba Osaka,67,"LM, CAM, CM"
田口 泰士,Júbilo Iwata,67,"CM, CDM"
Hassan Muath Fallatah,Al Shabab,67,"RB, RM"
Abdulmalek Abdullah Al Khaibri,Al Shabab,67,CDM
Hrvoje Milić,Crotone,67,"LM, LB"
Erik Friberg,BK Häcken,67,"CM, CDM"
Matthew Jurman,Al Ittihad,67,CB
Viktor Lundberg,BK Häcken,67,ST
Anthony Michel Taugourdeau,Trapani,67,"CM, CDM"
Murray Davidson,St. Johnstone FC,67,CM
Shane Ferguson,Millwall,67,LM
Nathan Thompson,Peterborough United,67,"RB, CDM, CB"
Giorgi Merebashvili,Wisła Płock,67,LM
Patrick Schönfeld,SV Wehen Wiesbaden,67,"CM, CDM"
Bobby Shuttleworth,Minnesota United FC,67,GK
