Name,club,overall,player_positions
Lebogang Phiri,Brøndby IF,66,"CM, CDM"
Artem Timofeev,Spartak Moscow,66,CDM
Aaron Tshibola,Aston Villa,66,"CM, CDM"
Dhurgham Ismail Dawood Al Quraishi,Çaykur Rizespor,66,"LB, LM"
Juan Eduardo Fuentes Jiménez,CD O'Higgins,66,CM
Dominic Ball,Rotherham United,66,"CB, CDM"
Racine Coly,Brescia,66,"LB, LM"
Farrend Rawson,Derby County,66,CB
Sofyan Amrabat,FC Utrecht,66,CM
Jonathan Bamba,Sint-Truidense VV,66,RM
Uche Agbo,Granada CF,66,"CDM, CB"
Alexandre Vincent,AJ Auxerre,66,"LM, CAM, RM"
Keshi Anderson,Bolton Wanderers,66,ST
김종우 金正友,Suwon Samsung Bluewings,66,"CM, CAM"
Alexis Castro,Club Atlético Tigre,66,"LM, CM"
Karim Essikal,Royal Excel Mouscron,66,"CDM, CB"
Joher Khadim Rassoul,Sporting Lokeren,66,"CDM, CM"
Franck-Yves Bambock,SD Huesca,66,"CDM, CM"
Alexander Hack,1. FSV Mainz 05,66,CB
João Paulo Santos da Costa,FC Porto,66,GK
El Hadji Pape Djibril Diaw,Korona Kielce,66,CB
Denzel Dumfries,Sparta Rotterdam,66,RB
長谷川 龍也,Kawasaki Frontale,66,"CAM, LM, RM"
Serge Yao N’Guessan,AS Nancy Lorraine,66,CM
Ibán Salvador Edú,Real Valladolid CF,66,"ST, RW"
Martin Angha,FC St. Gallen,66,"CB, LB, RB"
Jed Wallace,Wolverhampton Wanderers,66,"RM, CAM"
Gaëtan  Laborde,FC Girondins de Bordeaux,66,ST
Charalampos Lykogiannis,SK Sturm Graz,66,LB
Nasser Chamed,Nîmes Olympique,66,"RM, LM"
Enzo Alan Zidane Fernández,Real Madrid,66,"LM, CAM"
Tom Lockyer,Bristol Rovers,66,CB
Tarsicio Aguado Arriazu,Athletic Club de Bilbao,66,"CM, CDM"
Callum O'Dowda,Bristol City,66,"LM, RM"
Pa Konate,Malmö FF,66,LB
Lee Evans,Wolverhampton Wanderers,66,"CM, CDM"
Jakob Blåbjerg,Aalborg BK,66,"LB, CB"
Jefersson Justino Martínez Valverde,Envigado FC,66,GK
Erdal Rakip,Malmö FF,66,"CM, RM"
Andrea Petagna,Atalanta,66,ST
Uvaldo Luna Martínez,Patriotas Boyacá FC,66,RW
Juan Dinenno,Club Atlético Aldosivi,66,ST
Franz Brorsson,Malmö FF,66,CB
Uygar Mert Zeybek,Fenerbahçe SK,66,CM
Witiness Chimoio Joao Quembo,CD Nacional,66,"LW, RW"
Fatai Alashe,San Jose Earthquakes,66,"CDM, CB"
Carlos Carbonell Gil,AD Alcorcón,66,"CDM, CM"
Christopher Oikonomidis,Aarhus GF,66,"LW, CM"
Agustín Doffo,Villarreal CF,66,CAM
Gift Motupa,Orlando Pirates,66,"CDM, CAM, CF, RW"
Batraz Khadartsev,FC Anzhi Makhachkala,66,"LM, RM"
Pascal Stenzel,SC Freiburg,66,RB
Vital N'Simba,Football Bourg En Bresse Peronnas 01,66,LB
Andraž Šporar,FC Basel 1893,66,"ST, RW, CF"
中谷 进之介,Kashiwa Reysol,66,CB
宮原 和也,Sanfrecce Hiroshima,66,"CDM, CM, CB"
Amath Ndiaye Diedhiou,CD Tenerife,66,"LM, RM"
Django Warmerdam,PEC Zwolle,66,"CB, LB, CDM"
Luis Jesús Pérez Maqueda,Elche CF,66,"RB, CB"
Zana Allée,AC Ajaccio,66,"LM, CAM"
Riffi Mandanda,AC Ajaccio,66,GK
Abdón Prats Bastidas,CD Mirandés,66,"ST, LW"
Jack  Baldwin,Peterborough United,66,CB
Mirko Pigliacelli,Pescara,66,GK
Isaac Hayden,Newcastle United,66,CDM
Louis Thompson,Norwich City,66,CM
Jordan Rolly Botaka,Charlton Athletic,66,"RM, RW"
Danny Ward,Huddersfield Town,66,GK
Donervon Joseph Daniels,Wigan Athletic,66,"CB, RB"
Salvador Ruíz Rodríguez,Valencia CF,66,"LB, CB"
Riccardo Improta,US Salernitana 1919,66,"RW, ST, CF"
Caolan Lavery,Sheffield United,66,"ST, RM"
Dillon Serna,Colorado Rapids,66,"RM, LM"
Dmitriy Efremov,FC Orenburg,66,"RM, RW"
Elacio José Córdoba Mosquera,Independiente Medellín,66,RB
Sergio Andrés Mosquera Zapata,Deportes Tolima,66,CB
Nicolás Carreño Suárez,Patriotas Boyacá FC,66,LB
Jaine Stiven Barreiro Solis,Club Atlas,66,CB
Deivy Alexander Balanta Abonía,Junior FC,66,"CB, RB"
Francisco Pizzini,Club Olimpo,66,LW
Adrien Hunou,Stade Rennais FC,66,"CDM, CM, LM, CAM"
Sander Coopman,SV Zulte-Waregem,66,"CAM, RW"
Ezekiel Henty,Lokomotiv Moscow,66,ST
Fabián Alejandro Carmona Fredes,Universidad de Chile,66,CAM
Sam Nicholson,Heart of Midlothian,66,LM
Joan Campins Vidal,CF Reus Deportiu,66,RB
Luís Carlos Santos Ribeiro,Estoril Praia,66,GK
Deni Milošević,Atiker Konyaspor,66,"CAM, LM"
Marius Lundemo,Lillestrøm SK,66,CM
Tommy Thompson,San Jose Earthquakes,66,"CAM, ST"
Marcel Sobottka,Fortuna Düsseldorf,66,CDM
Stefan Scougall,Sheffield United,66,"CM, CAM, LW"
Tommy Redding,Orlando City SC,66,CB
Damian van Bruggen,PSV,66,CB
Walmer Pacheco Mejía,La Equidad,66,RB
Sekou Keita,Red Star FC,66,"ST, RM"
Pedro Filipe Tinoco Monteiro,FC Paços de Ferreira,66,CB
Jan Kliment,Brøndby IF,66,"ST, RM, CAM"
Martin Bukata,Piast Gliwice,66,"CM, CDM"
Bruno Pittón,Unión de Santa Fe,66,LB
Thibang Phete,Vitória Guimarães,66,CM
Jonathan Campbell,Chicago Fire,66,CB
Bismark de Araújo Ferreira,Al Qadisiyah,66,"LM, RM"
허용준 许榕俊,Jeonnam Dragons,66,"ST, CAM"
喜田 拓也,Yokohama F. Marinos,66,CDM
Mickaël Meira,Boavista FC,66,GK
Imanol García Lugea,CA Osasuna,66,"CM, CDM, CAM"
Kenneth Dahrup Zohorè,Cardiff City,66,ST
Rémi Mulumba,GFC Ajaccio,66,"CDM, CM"
Curtis Nelson,Oxford United,66,CB
Charis Mavrias,Karlsruher SC,66,"RM, LM"
Ohikhuaeme Anthony Omoijuanfo,Stabæk Fotball,66,"CAM, LM"
Carl Winchester,Oldham Athletic,66,"RM, CM"
Michael Doughty,Swindon Town,66,CM
李可,Brentford,66,"CDM, RB"
Bobby Reid,Bristol City,66,"CM, CAM"
Marcus Bettinelli,Fulham,66,GK
Jak Alnwick,Port Vale,66,GK
Gianmario Comi,Carpi,66,ST
Donovan Léon,Stade Brestois 29,66,GK
José Villarreal,LA Galaxy,66,"ST, LM"
Rodrigo Longo Freitas,Adanaspor,66,RB
Riccardo Fiamozzi,Genoa,66,"RB, RM"
Michał Kopczyński,Legia Warszawa,66,"CDM, CM"
Aleksandr Putsko,Spartak Moscow,66,CB
Nils Quaschner,VfL Bochum 1848,66,ST
Fraser Aird,Vancouver Whitecaps FC,66,"RB, RM"
Erich  Berko,SG Dynamo Dresden,66,"LM, RM"
Michael Pérez Ortiz,Guadalajara,66,"CDM, CM"
João Pedro Almeida Machado,Vitória Guimarães,66,"CM, CDM"
Camilo Bryan Rodríguez Pedraza,CD Everton de Viña del Mar,66,"RB, LB"
Juan Pablo Nieto Salazar,Atlético Nacional,66,"CM, CAM"
Guillermo Ortíz,Club Atlético Colón,66,CB
Dariusz Formella,Lech Poznań,66,"RM, LM"
Alberto Jiménez Benítez,CD Tenerife,66,"CDM, CB"
Cican Stankovic,FC Red Bull Salzburg,66,GK
Jeppe Andersen,Esbjerg fB,66,"RM, LM"
Walter Gael Sandoval Contreras,Santos Laguna,66,"RM, RB"
Jari Oosterwijk,FC Twente,66,ST
Andrea Barberis,Crotone,66,CM
James Humberto Quiñónes Caicedo,Deportes Tolima,66,LM
Barnes Osei,FC Paços de Ferreira,66,"RM, LM"
Yann Del Pino Rolim,Karlsruher SC,66,"RM, CAM"
César Manuel Carrillo Mejía,Jaguares de Córdoba,66,CDM
Stijn Spierings,Sparta Rotterdam,66,CM
Pablo Ignacio Corral Mondaca,CD Antofagasta,66,CM
Rick Ketting,Sparta Rotterdam,66,CB
Nuru Sulley,Alanyaspor,66,"CB, CDM"
Gabriel Omar Ramírez,Quilmes Atlético Club,66,CDM
Luís Pedro de Freitas Pinto Trabulo,CD Tondela,66,"CAM, LW"
Samir Memišević,FC Groningen,66,CB
Sancidino Malam da Silva,FC Arouca,66,LW
Romario Benzar,Romania,66,"RB, RM"
Lee Nicholls,Milton Keynes Dons,66,GK
Mustafa Amini,Aarhus GF,66,"CM, RM"
Alejandro Pérez Navarro,Real Valladolid CF,66,CB
Ažbe Jug,Sporting CP,66,GK
Zeli Ismail,Bury,66,RM
Daryl Horgan,Dundalk,66,LM
Welthon Fiel Sampaio,FC Paços de Ferreira,66,ST
Masahudu Alhassan,Perugia,66,"LB, LM"
Amin Affane,AIK,66,"RM, LM, CM"
Joshua Smits,NEC Nijmegen,66,GK
Nick Ansell,Melbourne Victory,66,CB
Baïssama Sankoh,En Avant de Guingamp,66,"RB, CB, CDM"
Francisco Carbià Barrera,CF Reus Deportiu,66,"LM, LW, ST"
Ezekiel Fryers,Crystal Palace,66,LB
Federico Oscar Andrada,Quilmes Atlético Club,66,ST
Marky Delgado,Toronto FC,66,"CM, CAM, RM, CDM"
Jimmy Giraudon,ESTAC Troyes,66,CB
Florian Tardieu,FC Sochaux-Montbéliard,66,"CDM, CM"
Floriano Vanzo,Waasland-Beveren,66,"RM, LM, CAM, CM"
Nicolás Hidalgo García,Cádiz CF,66,"RM, RB, LM"
Alejandro José Muñoz Miguel,Sevilla Atlético,66,"CB, LB"
Lucas Hufnagel,SC Freiburg,66,RM
연제민 延济民,Suwon Samsung Bluewings,66,CB
Diawandou Diagné,KAS Eupen,66,"RB, CB"
Kévin Rocheteau,Chamois Niortais Football Club,66,"LM, CAM, ST"
Ahmed Al Nazera,Al Ittihad,66,"CAM, CM, RM, LM"
Jonathan Ávila Martínez,Alianza Petrolera,66,"CDM, CB"
Nicolás Gastón Avellaneda,Club Atlético Lanús,66,GK
Renzo Saravia,Belgrano de Córdoba,66,RB
Karol Mackiewicz,Jagiellonia Białystok,66,LM
Rafael Diniz Alves e Silva,Jaguares de Chiapas,66,"CAM, RM, LM"
Sam Hendriks,Go Ahead Eagles,66,ST
Aleksandar Bjelica,KV Mechelen,66,"CB, LB"
Jesús David Murillo Largacha,Patriotas Boyacá FC,66,CB
Samuel Gigot,KV Kortrijk,66,"RB, CB"
김도혁 金道亨,Incheon United FC,66,"CM, CDM"
Stefan Lainer,FC Red Bull Salzburg,66,"RB, RWB, RM"
Diego Martín Alaníz Ávila,Real Oviedo,66,"LM, RM"
Stefan Mugoša,TSV 1860 München,66,ST
Borja Iglesias Quintas,RC Celta,66,ST
Mohamed Rayhi,NEC Nijmegen,66,"LW, RW"
Sergio Marcos González,Real Valladolid CF,66,CM
Ignacio Monsalve Vicente,Deportivo de La Coruña,66,"CB, RB, LB"
Nicolás Sánchez,Godoy Cruz,66,"CAM, LM"
Jhony Alexander da Silva Sosa,Atlético Huila,66,GK
Alexis Pedro Canelo,Puebla FC,66,ST
Damià Sabater Tous,RCD Mallorca,66,"CDM, CM"
Thiago Santos Santana,Vitória de Setúbal,66,ST
Farshad Noor,Roda JC Kerkrade,66,"CM, CDM"
Yilton Díaz,Rionegro Águilas,66,"RM, LM"
Edis Ibargüen,Patriotas Boyacá FC,66,"RW, ST"
Ljuban Crepulja,KV Mechelen,66,"CM, CDM, CAM"
Carlos Eduardo Bendini Giusti,Kawasaki Frontale,66,"CB, LB"
Milad Mohammadi,Terek Grozny,66,"LM, LB"
Cebio Soukou,FC Erzgebirge Aue,66,"RM, CAM, LM"
Marko Pajač,Benevento,66,"CAM, CM"
Damián Marcelino Moreno,Club Atlético Lanús,66,"RW, LW"
Erick Vera Franco,Club Necaxa,66,LB
Nile Ranger,Southend United,66,ST
指宿 洋史,Albirex Niigata,66,ST
Jake Taylor,Exeter City,66,"LM, CM"
Elbasan Rashani,Rosenborg BK,66,"RW, LW"
Christopher Avevor,FC St. Pauli,66,"CDM, RB, CB"
Florent Cuvelier,Walsall,66,"CM, CAM"
Laurent Henkinet,Waasland-Beveren,66,GK
Jason Lowe,Blackburn Rovers,66,"CM, RB, CDM"
Zarek  Valentin,Portland Timbers,66,"RB, LB, CB"
Nicolás Peñailillo,CD Everton de Viña del Mar,66,"LB, LM"
Kamal Issah,Gençlerbirliği SK,66,CDM
Benjamin Halloran,1. FC Heidenheim 1846,66,"RM, LM"
Conor Townsend,Scunthorpe United,66,LB
Francisco Manuel Geraldo Rosa,Port Vale,66,LB
Iván Sánchez Aguayo,UD Almería,66,"LM, RM"
Jerry  van Ewijk,Go Ahead Eagles,66,"CAM, RW, LW"
Fernando Martínez Rubio,UCAM Murcia CF,66,GK
Herolind Shala,Kasimpaşa SK,66,"CM, LM"
Selim Gündüz,VfL Bochum 1848,66,"RM, LM, RW"
Marnick Vermijl,Preston North End,66,"RB, RWB"
Martin  Bjørnbak,FK Bodø/Glimt,66,CB
Yoëll van Nieff,FC Groningen,66,"LB, CM"
Fawaz Al Qarni,Al Ittihad,66,GK
Mateusz Lewandowski,Pogoń Szczecin,66,LB
Niklas Lomb,Bayer 04 Leverkusen,66,GK
Manuel Prietl,DSC Arminia Bielefeld,66,"CDM, CM"
Andreas Voglsammer,DSC Arminia Bielefeld,66,ST
Gabriel Company Vives,RCD Mallorca,66,"RB, LB"
Jean Carlos Becerra Cuello,Cortuluá,66,CM
Ray Andrés Vanegas Zúñiga,Envigado FC,66,"RM, ST"
Nicolás Palacios Vidal,Atlético Bucaramanga,66,CDM
Leonardo Gil,Club Atlético Talleres,66,"CM, LB"
Miller Stiwar Mosquera Cabrera,Atlético Bucaramanga,66,"LB, CB"
Ullysse Diallo,Clube Sport Marítimo,66,ST
Adam Lundqvist,IF Elfsborg,66,LB
Jorge Alberto Sánchez López,Club Necaxa,66,"CM, CDM"
Mohammed Al Buraik,Al Hilal,66,RB
Sivert Heltne Nilsen,SK Brann,66,"CDM, CM"
곽해성 Hae Seong Gwak,Jeju United FC,66,"RB, LB"
Patrick Mullins,DC United,66,ST
Cristian Gabriel Esparza,San Lorenzo de Almagro,66,"LM, CF"
Issa Baradji,Red Star FC,66,ST
Gonzalo Matías Ríos,Club Atlético Temperley,66,ST
Ferhat Görgülü,Gençlerbirliği SK,66,CB
Carlos Moreno Gómez,CD Mirandés,66,"RB, CB"
Damian Roßbach,SV Sandhausen,66,"CDM, LB, CB"
蔡慧康,China PR,66,CDM
Khaled Narey,SpVgg Greuther Fürth,66,RB
Branco Ampuero,CD Antofagasta,66,CB
Haukur Heiðar Hauksson,AIK,66,"RB, LB"
Manjrekar James,Canada,66,"CB, CDM"
Simon Deli,Côte d'Ivoire,66,"CB, CDM"
Jonathan Correia,En Avant de Guingamp,66,"RB, LB"
Sergio Guardiola Navarro,Adelaide United,66,"ST, LW, CF"
Adryan Juliano Limeira Meire,Santos,66,"ST, CF"
Fabricio Orosmán Formiliano Duarte,Newell's Old Boys,66,CB
宮吉 拓实,Sanfrecce Hiroshima,66,"ST, CF"
Roy Kortsmit,Sparta Rotterdam,66,GK
谷口 彰悟,Kawasaki Frontale,66,"CB, RB, LB"
Cem Özdemir,Adanaspor,66,RM
Evans Kangwa,Gaziantepspor,66,RM
Guillermo Viscarra,Bolivia,66,GK
Anthony Moris,KV Mechelen,66,GK
Carlos Lázaro Vallejo,CD Mirandés,66,"CM, CDM"
Gianmarco Zigoni,SPAL,66,ST
Matthias Zimmermann,VfB Stuttgart,66,"RB, CDM, RM"
Cedric Evina,Doncaster Rovers,66,"LWB, LB"
Eduardo Ramos Gómez,Córdoba CF,66,"CDM, CM"
James Collins,Crawley Town,66,ST
Miguel Ángel Sansores Sánchez,Monarcas Morelia,66,ST
Mateusz Możdżeń,Korona Kielce,66,CM
김용욱 金永旭,Jeonnam Dragons,66,"CM, CDM"
Timo Beermann,1. FC Heidenheim 1846,66,CB
Collin Quaner,1. FC Union Berlin,66,"ST, LM, RM"
Alessandro Cerigioni,Waasland-Beveren,66,"ST, RM, CAM"
Callum Booth,Partick Thistle FC,66,LB
Mateusz Szczepaniak,Cracovia,66,"ST, CAM"
Richard Lašík,Avellino,66,"CM, RB"
Ashtone Morgan,Toronto FC,66,LB
Mehdi Jeannin,Clermont Foot 63,66,GK
Brice Samba,Olympique de Marseille,66,GK
주세종 朱世钟,FC Seoul,66,"CDM, CM"
Ashton Philip Shawn Götz,Hamburger SV,66,"RB, RM"
Ahmed Ali Al Kassar,Ettifaq FC,66,GK
Abdullah Hussain Al Oaisher,Al Fateh,66,GK
Chris David,Go Ahead Eagles,66,CAM
Filippo Falco,Benevento,66,"CAM, RW, ST"
Marco Migliorini,Avellino,66,CB
Ahmed Hegazy,Egypt,66,CB
Fernando Evangelista Iglesias,Atlético Tucumán,66,"LB, LM"
Kenny Teijsse,Go Ahead Eagles,66,"LB, CB"
Grégoire Puel,Le Havre AC,66,"RB, RM"
Lucas Joaquín Parodi Cuello,Club Atlético Temperley,66,"CM, RM"
Sebastián Moyano,Godoy Cruz,66,GK
Carles Mas Bacardit,Girona FC,66,CB
Yann Boé-Kane,AC Ajaccio,66,"CDM, CM"
Manuel Perez,Stade Brestois 29,66,"CM, CDM"
Diego Torres,CD Palestino,66,LB
Gastón Campi,Atlético de Rafaela,66,CDM
김진영 金真英,Pohang Steelers,66,GK
Julio César Rodríguez Giménez,Arsenal de Sarandí,66,ST
Bartosz Śpiączka,Górnik Łęczna,66,ST
Joevin Jones,Seattle Sounders FC,66,"LB, LM"
Alioune Fall,AC Ajaccio,66,"RB, LB"
Jerry Alberto Ortíz Cortés,Atlético Huila,66,"CAM, LM"
Kevin van Veen,Scunthorpe United,66,ST
Pål Alexander Kirkevold,Sarpsborg 08 FF,66,"ST, CAM"
Łukasz Sekulski,Korona Kielce,66,"ST, CF"
Matej Jelić,SK Rapid Wien,66,ST
Sebastián Gerardo Píriz Ribas,Al Shabab,66,"CDM, RB, LB"
Mamadou Fall,Sporting de Charleroi,66,"RM, ST, CAM"
Aleksandar Šćekić,Gençlerbirliği SK,66,"CDM, CB"
Kenny Steppe,SV Zulte-Waregem,66,GK
Yannick Thoelen,KAA Gent,66,GK
Liam Sercombe,Oxford United,66,CM
Adam Chicksen,Charlton Athletic,66,"LB, RB"
Dieter Elsneg,SV Ried,66,"CAM, CM, LM, CF"
Jordan Clarke,Scunthorpe United,66,"RB, CB"
Stefan Hierländer,SK Sturm Graz,66,"CM, RM"
Jonathan Chiedozie Obika,Swindon Town,66,ST
Marvin Sordell,Coventry City,66,ST
登里 享平,Kawasaki Frontale,66,"LM, LB"
Alonso René Zamora Barrera,Jaguares de Chiapas,66,CB
Enda Stevens,Portsmouth,66,LB
Shane Ferguson,Millwall,66,"LM, LB"
Ash Taylor,Aberdeen,66,CB
Danny Wilson,Rangers FC,66,CB
Kevin Long,Burnley,66,CB
Clemens Fandrich,FC Erzgebirge Aue,66,"RM, CM, CAM"
Jason  Davidson,FC Groningen,66,LB
Fernando Llorente Mañas,Os Belenenses,66,"CM, CDM"
Dionicio Manuel Escalante Moreno,Querétaro,66,"CB, LB"
Andreas Wittwer,FC St. Gallen,66,LB
Nnamdi Oduamadi,HJK Helsinki,66,"LW, LM, ST"
Nigel Hasselbaink,Excelsior,66,"ST, LW"
Federico Furlan,Bari,66,"CAM, LM, RM, LW"
Mehdi Terki,Sporting Lokeren,66,"CDM, CAM"
Joe Willis,Houston Dynamo,66,GK
신세계 申西桂,Suwon Samsung Bluewings,66,"RB, LB, RM"
Nestoras Mytides,Roda JC Kerkrade,66,ST
윤주태 尹柱泰,FC Seoul,66,"ST, LM, RM"
Ivan Lanni,Ascoli,66,GK
Darren Mattocks,Portland Timbers,66,"ST, LM, RM"
Stefan Thesker,FC Twente,66,"CDM, LB, CB"
Martin Broberg,Örebro SK,66,"RM, LM"
Murray Wallace,Scunthorpe United,66,CB
Daniel Łukasik,SV Sandhausen,66,"CDM, CM"
Per Frick,IF Elfsborg,66,ST
Awadh Ali Al Yami,Al Ittihad,66,"RB, LB, RM"
Alex De Lima,Houston Dynamo,66,"CDM, LM, CM"
Artem Delkin,FC Orenburg,66,ST
David González Plata,UCAM Murcia CF,66,"LW, CF, RW"
Andrea Tabanelli,Pisa,66,"CM, CAM"
Quirin Moll,Eintracht Braunschweig,66,CDM
이석현 李硕贤,FC Seoul,66,"CAM, CM, CDM"
조수철 赵秀哲,Pohang Steelers,66,CM
Carlos Humberto Escobar Ortiz,San Luis de Quillota,66,ST
Cristian Lema,Belgrano de Córdoba,66,CB
Diego Bejarano Ibañez,Bolivia,66,"RB, RWB, RM"
Álvaro Hungría,Envigado FC,66,RB
Filip Marković,Royal Excel Mouscron,66,RM
Yorleys Mena Palacios,Independiente Medellín,66,ST
Ntsikelelo Nyauza,Orlando Pirates,66,"RB, CB, CDM"
İlhan Depe,Kardemir Karabükspor,66,LM
Jesús Imaz Ballesté,UCAM Murcia CF,66,"LM, RM, ST, CAM"
Róbert Litauszki,Cracovia,66,CB
Sotirios Papagiannopoulos,Östersunds FK,66,CB
Marvin Johnson,Oxford United,66,"LM, RM"
RJ Allen,New York City FC,66,RB
Carlos Alfredo Oyaneder Petorca,CD Cobresal,66,"ST, RW"
Luís Miguel Vieira da Silva,FC Paços de Ferreira,66,CB
Germano Wilson Monico Salvador,Grêmio,66,RB
Vasyl Pryyma,Frosinone,66,CB
青木 拓矢,Urawa Red Diamonds,66,"CDM, CM, RM"
Lautaro Dante Geminiani,Patronato,66,RB
髙橋 峻希,Vissel Kobe,66,"RB, LB"
Rodrigo Aliendro,Atlético Tucumán,66,RM
Jair Amador Silos,SD Huesca,66,CB
Okacha Hamzaoui,CD Nacional,66,RW
Matic Fink,Çaykur Rizespor,66,RB
Luis Erick Marleiro Neves,Internacional,66,ST
Ben Hamer,Leicester City,66,GK
Amin Nouri,SK Brann,66,RB
Loïc Nestor,Valenciennes FC,66,"CB, RB"
Liam Kelly,Leyton Orient,66,"CDM, CM"
Alex Cisak,Leyton Orient,66,GK
Christopher Telo,IFK Norrköping,66,"LB, LM"
Thomas Reifeltshammer,SV Ried,66,CB
Damien McCrory,Burton Albion,66,LB
Paddy Madden,Scunthorpe United,66,"ST, RM"
Riccardo Brosco,Latina,66,CB
Jahir Alejandro Barraza Flores,Club Atlas,66,ST
Robert Lundström,Vålerenga Fotball,66,"RB, LB"
Deni Alar,SK Sturm Graz,66,"CAM, ST"
Carlos Emilio Orrantía Treviño,Puebla FC,66,RM
Philipp Huspek,SK Sturm Graz,66,"RM, LM"
Vladislav Ryzhkov,Arsenal Tula,66,CAM
Djiman Koukou,Racing Club de Lens,66,"CDM, CM"
Boadu Maxwell Acosty,Latina,66,"RM, RW, LW, LM"
José Antonio Madueña López,Club Atlas,66,RB
Christopher Quiring,1. FC Union Berlin,66,RM
Sebastian Neumann,FC Würzburger Kickers,66,CB
Simone Corazza,Novara,66,"LM, LW, ST"
Kai Heerings,SKN St. Pölten,66,CB
Marco Romizi,Bari,66,CM
Ionuţ Neagu,Kardemir Karabükspor,66,"CDM, CM"
Luis Nery Caballero Chamorro,Club Atlas,66,ST
Patryk Tuszyński,Çaykur Rizespor,66,"ST, LM"
Martín Rodrigo Rivero,Unión de Santa Fe,66,"CM, CDM"
Mohammed Saeid,Columbus Crew SC,66,"CDM, CAM"
Andy Rose,Coventry City,66,"CM, RM, RWB"
Fabien Boyer,KV Kortrijk,66,"LB, CB"
Mekeil Williams,Colorado Rapids,66,"RB, LB"
Nikolay Zaytsev,Amkar Perm,66,"CB, CDM"
Adolphe Teikeu,FC Sochaux-Montbéliard,66,CB
Luis Antonio Calderón Orozco,Deportivo Cali,66,CB
Julián Guillermo Rojas,Deportivo Pasto,66,CDM
Matías Cristóbal Navarrete Fuentes,Club Deportes Temuco,66,CB
Ronald de la Fuente,CD Universidad de Concepción,66,LB
Aubrey David,FC Dallas,66,"LB, RB, CB"
Sebastián Ignacio Silva Pérez,Audax Italiano,66,CB
Guilherme Haubert Sityá,Bruk-Bet Termalica Nieciecza,66,LB
Saad Abdul-Salaam,Sporting Kansas City,66,"RB, LB"
Simon Diédhiou,Royal Excel Mouscron,66,ST
Marc Roberts,Barnsley,66,CB
Slimane Sissoko,Nîmes Olympique,66,ST
Sifiso Hlanti,South Africa,66,"LB, LM"
João Pedro Reis Amaral,Vitória de Setúbal,66,LM
Gilmar da Silva Ribeiro,Al Raed,66,CAM
Kauã Ricardo Reisende Mendes,São Paulo,66,"CAM, RW"
Ritchie Kitoko,UCAM Murcia CF,66,"CDM, CM, RB, LB"
Eggert Gunnthor Jonsson,Fleetwood Town,66,"CDM, CB"
Miles Addison,Kilmarnock,66,CB
David Worrall,Millwall,66,"RM, LM, RB"
Ridge Munsy,Grasshopper Club Zürich,66,ST
Luke Boden,Orlando City SC,66,LB
Kevin Walker,Djurgårdens IF,66,CM
Gary Madine,Bolton Wanderers,66,ST
Abdoulie Kenny Mansally,Houston Dynamo,66,LB
Samuel Di Carmine,Perugia,66,ST
Shaun Brisley,Carlisle United,66,CB
Johan Mårtensson,Helsingborgs IF,66,CM
Marc Pedersen,SønderjyskE,66,"RB, CB"
Atdhe Nuhiu,Sheffield Wednesday,66,ST
Joseph Mills,Perth Glory,66,LB
Bartłomiej Babiarz,Bruk-Bet Termalica Nieciecza,66,"CDM, CM"
이범영 李范永,Avispa Fukuoka,66,GK
Anton Wede,Helsingborgs IF,66,"CM, LM, RM"
Dilly Duka,Columbus Crew SC,66,"CAM, LM"
Osama Malik,Melbourne City FC,66,"CB, CDM"
José Pierre Vunguidica,SV Sandhausen,66,ST
Musa Nizam,Gaziantepspor,66,LB
David Wotherspoon,St. Johnstone FC,66,"RM, LM"
Lee Brown,Bristol Rovers,66,"LB, LWB"
Alper Uludağ,Akhisar Belediyespor,66,"LB, LM, RM"
Aaron Martin,Oxford United,66,CB
Collen Warner,Houston Dynamo,66,"CDM, CM"
Chris Schuler,Real Salt Lake,66,CB
Jonathan Mejía Ruiz,UCAM Murcia CF,66,ST
Daylon Claasen,TSV 1860 München,66,"RM, LM, CAM"
Fabian Koch,SK Sturm Graz,66,"RB, RWB"
Kristof D'Haene,KV Kortrijk,66,"LM, LW"
Florent Ogier,FC Sochaux-Montbéliard,66,"CB, RB"
Arkadiusz Woźniak,Zagłębie Lubin,66,"RM, ST"
Daniel Lafferty,Sheffield United,66,LB
Ethan White,New York City FC,66,"CB, RB"
Cole Grossman,Stabæk Fotball,66,CDM
Servando Carrasco,Orlando City SC,66,CDM
Daniel Davari,DSC Arminia Bielefeld,66,GK
Raúl Fernando Poclaba,Club Atlético Aldosivi,66,CDM
Patrick Rakovsky,1. FC Nürnberg,66,GK
Igor Rossi Branco,Heart of Midlothian,66,"CB, LB"
Calum Mallace,Montreal Impact,66,"CDM, CM"
Zié Diabaté,Nîmes Olympique,66,LB
여름 吕凛,GwangJu FC,66,"CM, CDM"
Viktor Agardius,Kalmar FF,66,LB
Mikhail Rosheuvel,Roda JC Kerkrade,66,"RW, LW, ST"
Mateo Poljak,Newcastle Jets,66,CDM
Wandrille Lefèvre,Montreal Impact,66,CB
Nelson Eduardo Lemus Hurtado,Atlético Huila,66,"RB, RM"
Juan Guillermo Arboleda Sánchez,Alianza Petrolera,66,RB
Yessy Ferley Mena Palacios,La Equidad,66,ST
Sebastián Leonel Cuerdo,CD Cobresal,66,GK
Mart Dijkstra,Sparta Rotterdam,66,"CDM, CB"
Moussa Sao,FC Sochaux-Montbéliard,66,"RM, RW"
